row	column	cor	p	group	DiffExp
4692	CytolyticScore	SEMG1	 2.705926e-02	7.449276e-01	NS	NA
4693	T.cells_CD8	SLCO6A1	-1.562934e-01	5.870250e-02	NS	NA
4694	CytolyticScore	SLCO6A1	 4.672090e-02	5.741624e-01	NS	NA
4695	T.cells_CD8	SPA17	-1.949014e-02	8.147441e-01	NS	NA
4696	CytolyticScore	SPA17	 1.311239e-01	1.134069e-01	NS	NA
4697	T.cells_CD8	SPACA3	-4.612724e-02	5.790423e-01	NS	NA
4698	CytolyticScore	SPACA3	 1.015703e-01	2.209030e-01	NS	NA
4699	T.cells_CD8	SPAG1	 1.261778e-01	1.277944e-01	NS	NA
4700	CytolyticScore	SPAG1	 1.855177e-01	2.447142e-02	NS	NA
4701	T.cells_CD8	SPAG17	-1.848923e-01	2.496596e-02	NS	NA
4702	CytolyticScore	SPAG17	-6.154280e-02	4.589972e-01	NS	NA
4703	T.cells_CD8	SPAG4	-1.302994e-02	8.755304e-01	NS	NA
4704	CytolyticScore	SPAG4	 7.719777e-02	3.526969e-01	NS	NA
4705	T.cells_CD8	SPAG6	-2.097457e-01	1.078002e-02	NS	NA
4706	CytolyticScore	SPAG6	-2.227249e-02	7.888783e-01	NS	NA
4707	T.cells_CD8	SPAG8	-1.766239e-01	3.235281e-02	NS	NA
4708	CytolyticScore	SPAG8	 1.217439e-02	8.836435e-01	NS	NA
4709	T.cells_CD8	SPAG9	-3.851597e-01	1.456463e-06	NS	NA
4710	CytolyticScore	SPAG9	-3.672903e-01	4.736775e-06	NS	NA
4711	T.cells_CD8	SPANXA1	-3.357969e-01	3.211115e-05	NS	NA
4712	CytolyticScore	SPANXA1	-1.531903e-01	6.396441e-02	NS	NA
4713	T.cells_CD8	SPANXA2	-3.357969e-01	3.211115e-05	NS	NA
4714	CytolyticScore	SPANXA2	-1.531903e-01	6.396441e-02	NS	NA
4715	T.cells_CD8	SPANXB1	-2.976910e-01	2.503722e-04	NS	NA
4716	CytolyticScore	SPANXB1	-1.358531e-01	1.008626e-01	NS	NA
4717	T.cells_CD8	SPANXC	-2.876621e-01	4.109967e-04	NS	NA
4718	CytolyticScore	SPANXC	-1.050512e-01	2.054013e-01	NS	NA
4719	T.cells_CD8	SPANXD	-3.817638e-01	1.832250e-06	NS	NA
4720	CytolyticScore	SPANXD	-2.160162e-01	8.593917e-03	NS	NA
4721	T.cells_CD8	SPANXN1	-3.066085e-01	1.586765e-04	NS	NA
4722	CytolyticScore	SPANXN1	-8.815553e-02	2.883386e-01	NS	NA
4723	T.cells_CD8	SPANXN2	-3.350845e-01	3.345380e-05	NS	NA
4724	CytolyticScore	SPANXN2	-1.408497e-01	8.882537e-02	NS	NA
4725	T.cells_CD8	SPANXN3	-2.307992e-01	4.916136e-03	NS	NA
4726	CytolyticScore	SPANXN3	-7.281432e-03	9.302501e-01	NS	NA
4727	T.cells_CD8	SPANXN4	-3.222981e-01	6.860803e-05	NS	NA
4728	CytolyticScore	SPANXN4	-8.973616e-02	2.797472e-01	NS	NA
4729	T.cells_CD8	SPANXN5	-2.424876e-01	3.084354e-03	NS	NA
4730	CytolyticScore	SPANXN5	-2.412807e-02	7.717534e-01	NS	NA
4731	T.cells_CD8	SPATA19	-2.574689e-01	1.642528e-03	NS	NA
4732	CytolyticScore	SPATA19	-1.494884e-01	7.073944e-02	NS	NA
4733	T.cells_CD8	SPEF2	-2.356195e-01	4.067114e-03	NS	NA
4734	CytolyticScore	SPEF2	-4.801909e-02	5.635587e-01	NS	NA
4735	T.cells_CD8	SPO11	-2.722191e-01	8.513802e-04	NS	NA
4736	CytolyticScore	SPO11	-5.937227e-02	4.750196e-01	NS	NA
4737	T.cells_CD8	SSX1	-3.353471e-01	3.295295e-05	NS	NA
4738	CytolyticScore	SSX1	-1.243888e-01	1.333308e-01	NS	NA
4739	T.cells_CD8	SSX2	-1.711047e-01	3.825329e-02	NS	NA
4740	CytolyticScore	SSX2	 1.156420e-02	8.894374e-01	NS	NA
4741	T.cells_CD8	SSX2B	-2.720148e-01	8.593822e-04	NS	NA
4742	CytolyticScore	SSX2B	-1.144234e-01	1.675856e-01	NS	NA
4743	T.cells_CD8	SSX3	-3.060765e-01	1.631203e-04	NS	NA
4744	CytolyticScore	SSX3	-9.221286e-02	2.666348e-01	NS	NA
4745	T.cells_CD8	SSX4	-3.041671e-01	1.800416e-04	NS	NA
4746	CytolyticScore	SSX4	-1.165870e-01	1.596424e-01	NS	NA
4747	T.cells_CD8	SSX4B	-8.467913e-02	3.078479e-01	NS	NA
4748	CytolyticScore	SSX4B	 1.085047e-01	1.908108e-01	NS	NA
4749	T.cells_CD8	SSX5	-1.240706e-01	1.343346e-01	NS	NA
4750	CytolyticScore	SSX5	 6.402791e-02	4.410265e-01	NS	NA
4751	T.cells_CD8	SSX6	-2.897276e-02	7.275771e-01	NS	NA
4752	CytolyticScore	SSX6	 1.559263e-01	5.930582e-02	NS	NA
4753	T.cells_CD8	SSX7	-9.253408e-02	2.649653e-01	NS	NA
4754	CytolyticScore	SSX7	 6.923033e-04	9.933600e-01	NS	NA
4755	T.cells_CD8	SSX9	-3.665759e-01	4.958287e-06	NS	NA
4756	CytolyticScore	SSX9	-1.358906e-01	1.007679e-01	NS	NA
4757	T.cells_CD8	SYCE1	-3.302735e-01	4.399870e-05	NS	NA
4758	CytolyticScore	SYCE1	-1.553831e-01	6.020788e-02	NS	NA
4759	T.cells_CD8	SYCP1	-1.877783e-01	2.275312e-02	NS	NA
4760	CytolyticScore	SYCP1	 1.282295e-02	8.774922e-01	NS	NA
4761	T.cells_CD8	TAF7L	-9.197218e-02	2.678903e-01	NS	NA
4762	CytolyticScore	TAF7L	 1.034966e-01	2.122251e-01	NS	NA
4763	T.cells_CD8	TDRD1	-2.275442e-01	5.575915e-03	NS	NA
4764	CytolyticScore	TDRD1	-1.807129e-01	2.849596e-02	NS	NA
4765	T.cells_CD8	TDRD6	-4.695426e-01	1.980666e-09	NS	NA
4766	CytolyticScore	TDRD6	-4.109050e-01	2.345788e-07	NS	NA
4767	T.cells_CD8	TEKT5	-5.993760e-02	4.708174e-01	NS	NA
4768	CytolyticScore	TEKT5	 4.367545e-02	5.993977e-01	NS	NA
4769	T.cells_CD8	TEX101	-1.874464e-01	2.299872e-02	NS	NA
4770	CytolyticScore	TEX101	-1.404523e-02	8.659194e-01	NS	NA
4771	T.cells_CD8	TEX14	-1.712707e-01	3.806344e-02	NS	NA
4772	CytolyticScore	TEX14	-8.303581e-02	3.173642e-01	NS	NA
4773	T.cells_CD8	TEX15	-9.106889e-02	2.726384e-01	NS	NA
4774	CytolyticScore	TEX15	 4.608852e-02	5.793613e-01	NS	NA
4775	T.cells_CD8	TFDP3	-3.012637e-01	2.089261e-04	NS	NA
4776	CytolyticScore	TFDP3	-9.004274e-02	2.781010e-01	NS	NA
4777	T.cells_CD8	THEG	-2.764801e-01	6.993045e-04	NS	NA
4778	CytolyticScore	THEG	-1.128893e-01	1.733931e-01	NS	NA
4779	T.cells_CD8	TMEFF1	-2.540455e-01	1.903130e-03	NS	NA
4780	CytolyticScore	TMEFF1	-1.329418e-01	1.084482e-01	NS	NA
4781	T.cells_CD8	TMEFF2	-2.930474e-01	3.156685e-04	NS	NA
4782	CytolyticScore	TMEFF2	-2.673664e-01	1.061189e-03	NS	NA
4783	T.cells_CD8	TMEM108	-2.553818e-01	1.797232e-03	NS	NA
4784	CytolyticScore	TMEM108	-1.069726e-01	1.971875e-01	NS	NA
4785	T.cells_CD8	TMPRSS12	-3.382407e-01	2.788058e-05	NS	NA
4786	CytolyticScore	TMPRSS12	-3.145532e-01	1.043878e-04	NS	NA
4787	T.cells_CD8	TPPP2	-1.149247e-01	1.657193e-01	NS	NA
4788	CytolyticScore	TPPP2	 7.651035e-04	9.926618e-01	NS	NA
4789	T.cells_CD8	TPTE	-9.122015e-02	2.718393e-01	NS	NA
4790	CytolyticScore	TPTE	 1.681070e-02	8.398438e-01	NS	NA
4791	T.cells_CD8	TSGA10	-4.233617e-01	9.162933e-08	NS	NA
4792	CytolyticScore	TSGA10	-3.454101e-01	1.829390e-05	NS	NA
4793	T.cells_CD8	TSPY1	-3.385289e-01	2.741781e-05	NS	NA
4794	CytolyticScore	TSPY1	-1.035645e-01	2.119237e-01	NS	NA
4795	T.cells_CD8	TSPY2	-2.717060e-01	8.716123e-04	NS	NA
4796	CytolyticScore	TSPY2	-7.286497e-02	3.804510e-01	NS	NA
4797	T.cells_CD8	TSPY3	-1.754443e-01	3.354456e-02	NS	NA
4798	CytolyticScore	TSPY3	-3.229307e-02	6.978003e-01	NS	NA
4799	T.cells_CD8	TSSK6	-9.417525e-02	2.565470e-01	NS	NA
4800	CytolyticScore	TSSK6	 7.764626e-02	3.498984e-01	NS	NA
4801	T.cells_CD8	TTK	 2.562628e-01	1.730386e-03	NS	NA
4802	CytolyticScore	TTK	 2.888256e-01	3.883908e-04	NS	NA
4803	T.cells_CD8	TULP2	-6.270526e-02	4.505409e-01	NS	NA
4804	CytolyticScore	TULP2	 6.934963e-02	4.039164e-01	NS	NA
4805	T.cells_CD8	VENTXP1	-2.738005e-01	7.917104e-04	NS	NA
4806	CytolyticScore	VENTXP1	-6.691950e-02	4.206277e-01	NS	NA
4807	T.cells_CD8	XAGE1A	-4.800362e-02	5.636845e-01	NS	NA
4808	CytolyticScore	XAGE1A	 7.745325e-02	3.511011e-01	NS	NA
4809	T.cells_CD8	XAGE1B	 9.101130e-02	2.729430e-01	NS	NA
4810	CytolyticScore	XAGE1B	 2.085394e-01	1.125265e-02	NS	NA
4811	T.cells_CD8	XAGE1C	-1.550890e-02	8.520987e-01	NS	NA
4812	CytolyticScore	XAGE1C	 1.103198e-01	1.834517e-01	NS	NA
4813	T.cells_CD8	XAGE1D	-4.742638e-02	5.683883e-01	NS	NA
4814	CytolyticScore	XAGE1D	 7.824091e-02	3.462094e-01	NS	NA
4815	T.cells_CD8	XAGE1E	-5.176201e-02	5.335205e-01	NS	NA
4816	CytolyticScore	XAGE1E	 7.337178e-02	3.771377e-01	NS	NA
4817	T.cells_CD8	XAGE2	 8.407359e-02	3.113325e-01	NS	NA
4818	CytolyticScore	XAGE2	 1.889016e-01	2.193862e-02	NS	NA
4819	T.cells_CD8	XAGE3	-1.266340e-01	1.264111e-01	NS	NA
4820	CytolyticScore	XAGE3	 3.141889e-02	7.055977e-01	NS	NA
4821	T.cells_CD8	XAGE5	-3.663200e-01	5.040016e-06	NS	NA
4822	CytolyticScore	XAGE5	-1.341662e-01	1.052054e-01	NS	NA
4823	T.cells_CD8	ZNF165	 2.666813e-02	7.484903e-01	NS	NA
4824	CytolyticScore	ZNF165	 6.539904e-02	4.312847e-01	NS	NA
4825	T.cells_CD8	ZNF645	-3.818257e-01	1.824644e-06	NS	NA
4826	CytolyticScore	ZNF645	-2.978192e-01	2.487622e-04	NS	NA
4827	T.cells_CD8	CD99	 4.240228e-01	8.707684e-08	NS	NA
4828	CytolyticScore	CD99	 4.896706e-01	3.089591e-10	NS	NA
4829	T.cells_CD8	PHOX2B	 2.256011e-01	6.006444e-03	NS	NA
4830	CytolyticScore	PHOX2B	 2.308055e-01	4.914939e-03	NS	NA
4831	T.cells_CD8	CytolyticScore	 7.874330e-01	0.000000e+00	OS	NA
4832	T.cells_CD8	ACRBP	 3.850894e-01	1.381075e-04	OS	0
4833	CytolyticScore	ACRBP	 4.190528e-01	2.906681e-05	OS	0
4834	T.cells_CD8	ACTL8	-1.634220e-01	1.175331e-01	OS	0
4835	CytolyticScore	ACTL8	-1.064993e-01	3.096083e-01	OS	0
4836	T.cells_CD8	ACVR1B	-4.162812e-03	9.684105e-01	OS	0
4837	CytolyticScore	ACVR1B	 1.683321e-01	1.067635e-01	OS	0
4838	T.cells_CD8	ADAM2	 7.767278e-03	9.410956e-01	OS	0
4839	CytolyticScore	ADAM2	-2.353116e-02	8.228443e-01	OS	0
4840	T.cells_CD8	ADAM29	-2.937207e-01	4.269307e-03	OS	0
4841	CytolyticScore	ADAM29	-1.752601e-01	9.289495e-02	OS	0
4842	T.cells_CD8	AKAP3	 1.020710e-01	3.302703e-01	OS	0
4843	CytolyticScore	AKAP3	 1.312966e-01	2.096630e-01	OS	0
4844	T.cells_CD8	AKAP4	-7.073633e-02	5.004542e-01	OS	0
4845	CytolyticScore	AKAP4	-1.493562e-01	1.530367e-01	OS	0
4846	T.cells_CD8	ANKRD30BP2	-1.926773e-01	6.426148e-02	OS	0
4847	CytolyticScore	ANKRD30BP2	-1.118441e-01	2.858133e-01	OS	0
4848	T.cells_CD8	ANKRD45	-2.268658e-01	2.875543e-02	OS	0
4849	CytolyticScore	ANKRD45	-7.957050e-02	4.483461e-01	OS	0
4850	T.cells_CD8	ARMC3	-8.824752e-02	4.002577e-01	OS	0
4851	CytolyticScore	ARMC3	-4.350206e-02	6.788441e-01	OS	0
4852	T.cells_CD8	ARX	-1.878881e-01	7.130657e-02	OS	0
4853	CytolyticScore	ARX	-8.170144e-02	4.362467e-01	OS	0
4854	T.cells_CD8	ATAD2	-2.005461e-01	5.392110e-02	OS	0
4855	CytolyticScore	ATAD2	-2.359090e-01	2.281686e-02	OS	0
4856	T.cells_CD8	ATIC	-1.946823e-01	6.148501e-02	OS	0
4857	CytolyticScore	ATIC	-1.744494e-01	9.444027e-02	OS	0
4858	T.cells_CD8	BAGE2	 4.429635e-02	6.733111e-01	OS	0
4859	CytolyticScore	BAGE2	 1.354000e-01	1.956451e-01	OS	0
4860	T.cells_CD8	BRDT	-1.011066e-01	3.348835e-01	OS	0
4861	CytolyticScore	BRDT	-4.436721e-03	9.663331e-01	OS	0
4862	T.cells_CD8	CABYR	 8.541257e-02	4.156232e-01	OS	0
4863	CytolyticScore	CABYR	 4.618150e-02	6.602489e-01	OS	0
4864	T.cells_CD8	CAGE1	-7.998440e-02	4.459814e-01	OS	0
4865	CytolyticScore	CAGE1	 1.398305e-02	8.941693e-01	OS	0
4866	T.cells_CD8	CALR3	 1.868637e-02	8.588933e-01	OS	0
4867	CytolyticScore	CALR3	 4.080481e-02	6.977592e-01	OS	0
4868	T.cells_CD8	CCDC110	-2.253349e-02	8.302403e-01	OS	0
4869	CytolyticScore	CCDC110	 2.433863e-02	8.168696e-01	OS	0
4870	T.cells_CD8	CCDC33	 1.557583e-01	1.359933e-01	OS	0
4871	CytolyticScore	CCDC33	 2.558396e-01	1.331610e-02	OS	0
4872	T.cells_CD8	CCDC36	-2.569344e-02	8.068686e-01	OS	0
4873	CytolyticScore	CCDC36	 3.631278e-03	9.724424e-01	OS	0
4874	T.cells_CD8	CCDC62	 6.785720e-02	5.180940e-01	OS	0
4875	CytolyticScore	CCDC62	 1.494167e-01	1.528686e-01	OS	0
4876	T.cells_CD8	CCDC83	-4.063323e-02	6.989689e-01	OS	0
4877	CytolyticScore	CCDC83	 5.512320e-02	5.997232e-01	OS	0
4878	T.cells_CD8	CEP290	-7.604966e-02	4.687419e-01	OS	0
4879	CytolyticScore	CEP290	-8.369895e-02	4.250749e-01	OS	0
4880	T.cells_CD8	CEP55	-1.116797e-01	2.865265e-01	OS	1
4881	CytolyticScore	CEP55	-2.409716e-01	1.997504e-02	OS	1
4882	T.cells_CD8	COX6B2	-1.174566e-02	9.110272e-01	OS	0
4883	CytolyticScore	COX6B2	 1.346829e-01	1.980448e-01	OS	0
4884	T.cells_CD8	CPXCR1	 2.409397e-02	8.186788e-01	OS	0
4885	CytolyticScore	CPXCR1	 1.134887e-01	2.787429e-01	OS	0
4886	T.cells_CD8	CR1	 5.638487e-01	3.980224e-09	OS	0
4887	CytolyticScore	CR1	 5.292489e-01	4.920912e-08	OS	0
4888	T.cells_CD8	CRISP2	-8.391164e-02	4.238952e-01	OS	0
4889	CytolyticScore	CRISP2	-5.929601e-02	5.723504e-01	OS	0
4890	T.cells_CD8	CSAG1	 7.856128e-02	4.541412e-01	OS	1
4891	CytolyticScore	CSAG1	 1.462935e-01	1.617339e-01	OS	1
4892	T.cells_CD8	CSAG2	-4.420751e-02	6.739291e-01	OS	0
4893	CytolyticScore	CSAG2	 1.136910e-01	2.778815e-01	OS	0
4894	T.cells_CD8	CT45A1	-6.837128e-02	5.149213e-01	OS	0
4895	CytolyticScore	CT45A1	 1.180961e-01	2.595627e-01	OS	0
4896	T.cells_CD8	CT45A2	 9.344848e-03	9.291602e-01	OS	0
4897	CytolyticScore	CT45A2	 6.576128e-02	5.311312e-01	OS	0
4898	T.cells_CD8	CT45A3	 8.306499e-03	9.370144e-01	OS	0
4899	CytolyticScore	CT45A3	 6.607314e-02	5.291810e-01	OS	0
4900	T.cells_CD8	CT45A5	 6.048155e-02	5.646813e-01	OS	0
4901	CytolyticScore	CT45A5	 9.680752e-02	3.559436e-01	OS	0
4902	T.cells_CD8	CT45A6	-2.095797e-02	8.419501e-01	OS	0
4903	CytolyticScore	CT45A6	 1.870345e-01	7.262531e-02	OS	0
4904	T.cells_CD8	CT47A1	 1.849595e-01	7.591299e-02	OS	0
4905	CytolyticScore	CT47A1	 1.837817e-01	7.783148e-02	OS	0
4906	T.cells_CD8	CT47A10	NA	NA	OS	0
4907	CytolyticScore	CT47A10	NA	NA	OS	0
4908	T.cells_CD8	CT47A11	NA	NA	OS	0
4909	CytolyticScore	CT47A11	NA	NA	OS	0
4910	T.cells_CD8	CT47A2	NA	NA	OS	0
4911	CytolyticScore	CT47A2	NA	NA	OS	0
4912	T.cells_CD8	CT47A3	NA	NA	OS	0
4913	CytolyticScore	CT47A3	NA	NA	OS	0
4914	T.cells_CD8	CT47A4	NA	NA	OS	0
4915	CytolyticScore	CT47A4	NA	NA	OS	0
4916	T.cells_CD8	CT47A5	NA	NA	OS	0
4917	CytolyticScore	CT47A5	NA	NA	OS	0
4918	T.cells_CD8	CT47A6	 1.983933e-01	5.660412e-02	OS	0
4919	CytolyticScore	CT47A6	 2.532740e-01	1.430416e-02	OS	0
4920	T.cells_CD8	CT47A7	NA	NA	OS	0
4921	CytolyticScore	CT47A7	NA	NA	OS	0
4922	T.cells_CD8	CT47A8	NA	NA	OS	0
4923	CytolyticScore	CT47A8	NA	NA	OS	0
4924	T.cells_CD8	CT47A9	NA	NA	OS	0
4925	CytolyticScore	CT47A9	NA	NA	OS	0
4926	T.cells_CD8	CT47B1	 3.975555e-02	7.051684e-01	OS	0
4927	CytolyticScore	CT47B1	 5.890480e-02	5.748917e-01	OS	0
4928	T.cells_CD8	CT55	-1.800140e-02	8.640153e-01	OS	0
4929	CytolyticScore	CT55	 4.800786e-02	6.476904e-01	OS	0
4930	T.cells_CD8	CT83	 1.758005e-01	9.187596e-02	OS	0
4931	CytolyticScore	CT83	 1.916417e-01	6.573499e-02	OS	0
4932	T.cells_CD8	CTAG1A	 4.783649e-02	6.488646e-01	OS	1
4933	CytolyticScore	CTAG1A	 2.346946e-02	8.233013e-01	OS	1
4934	T.cells_CD8	CTAG1B	 3.927114e-02	7.085982e-01	OS	0
4935	CytolyticScore	CTAG1B	 3.149442e-02	7.644153e-01	OS	0
4936	T.cells_CD8	CTAG2	 1.264198e-01	2.272352e-01	OS	0
4937	CytolyticScore	CTAG2	 1.475152e-01	1.582218e-01	OS	0
4938	T.cells_CD8	CTAGE1	 6.465681e-02	5.380665e-01	OS	0
4939	CytolyticScore	CTAGE1	-4.698369e-02	6.547209e-01	OS	0
4940	T.cells_CD8	CTAGE3P	 9.070570e-02	3.872101e-01	OS	0
4941	CytolyticScore	CTAGE3P	 2.008839e-01	5.350974e-02	OS	0
4942	T.cells_CD8	CTAGE5	 1.634986e-01	1.173590e-01	OS	0
4943	CytolyticScore	CTAGE5	 4.691962e-02	6.551618e-01	OS	0
4944	T.cells_CD8	CTCFL	-2.638418e-01	1.060544e-02	OS	0
4945	CytolyticScore	CTCFL	-1.165212e-01	2.660154e-01	OS	0
4946	T.cells_CD8	CTNNA2	-1.089831e-01	2.983948e-01	OS	0
4947	CytolyticScore	CTNNA2	 3.843335e-02	7.145440e-01	OS	0
4948	T.cells_CD8	DCAF12	-4.758139e-02	6.506142e-01	OS	0
4949	CytolyticScore	DCAF12	-1.405630e-01	1.789840e-01	OS	0
4950	T.cells_CD8	DDX43	 2.951473e-02	7.788320e-01	OS	0
4951	CytolyticScore	DDX43	-2.891437e-02	7.832191e-01	OS	0
4952	T.cells_CD8	DDX53	 1.617019e-01	1.214982e-01	OS	0
4953	CytolyticScore	DDX53	 1.958721e-01	5.988418e-02	OS	0
4954	T.cells_CD8	DKKL1	-2.787717e-02	7.908144e-01	OS	0
4955	CytolyticScore	DKKL1	 9.542094e-02	3.629074e-01	OS	0
4956	T.cells_CD8	DMRT1	-6.673758e-02	5.250380e-01	OS	0
4957	CytolyticScore	DMRT1	-4.096522e-02	6.966290e-01	OS	0
4958	T.cells_CD8	DNAJB8	 2.836104e-03	9.784753e-01	OS	0
4959	CytolyticScore	DNAJB8	-4.422041e-03	9.664444e-01	OS	0
4960	T.cells_CD8	DPPA2	-2.256317e-01	2.965934e-02	OS	0
4961	CytolyticScore	DPPA2	-1.686405e-01	1.061136e-01	OS	0
4962	T.cells_CD8	DSCR8	 1.701092e-01	1.030610e-01	OS	0
4963	CytolyticScore	DSCR8	 1.333800e-01	2.024591e-01	OS	0
4964	T.cells_CD8	ELOVL4	-3.718779e-01	2.422581e-04	OS	0
4965	CytolyticScore	ELOVL4	-2.065578e-01	4.697680e-02	OS	0
4966	T.cells_CD8	EPPIN	-8.864406e-02	3.981355e-01	OS	0
4967	CytolyticScore	EPPIN	-6.477772e-02	5.373051e-01	OS	0
4968	T.cells_CD8	FAM133A	 1.048382e-01	3.172579e-01	OS	0
4969	CytolyticScore	FAM133A	 1.547887e-01	1.384775e-01	OS	0
4970	T.cells_CD8	FAM46D	-2.379037e-02	8.209252e-01	OS	0
4971	CytolyticScore	FAM46D	-7.507660e-03	9.430611e-01	OS	0
4972	T.cells_CD8	FATE1	 2.347423e-01	2.351865e-02	OS	0
4973	CytolyticScore	FATE1	 2.073229e-01	4.614874e-02	OS	0
4974	T.cells_CD8	FBXO39	 1.637583e-01	1.167697e-01	OS	0
4975	CytolyticScore	FBXO39	 1.499254e-01	1.514596e-01	OS	0
4976	T.cells_CD8	FMR1NB	 2.061248e-01	4.745101e-02	OS	0
4977	CytolyticScore	FMR1NB	 2.218574e-01	3.257436e-02	OS	0
4978	T.cells_CD8	FTHL17	 8.590927e-02	4.129066e-01	OS	0
4979	CytolyticScore	FTHL17	 2.194735e-01	3.453704e-02	OS	0
4980	T.cells_CD8	GAGE1	 6.018278e-02	5.666094e-01	OS	0
4981	CytolyticScore	GAGE1	 1.545051e-01	1.392108e-01	OS	0
4982	T.cells_CD8	GAGE12B	NA	NA	OS	0
4983	CytolyticScore	GAGE12B	NA	NA	OS	0
4984	T.cells_CD8	GAGE12C	 7.378914e-02	4.820983e-01	OS	0
4985	CytolyticScore	GAGE12C	 8.628094e-02	4.108806e-01	OS	0
4986	T.cells_CD8	GAGE12D	 7.378914e-02	4.820983e-01	OS	0
4987	CytolyticScore	GAGE12D	 8.628094e-02	4.108806e-01	OS	0
4988	T.cells_CD8	GAGE12E	 5.949348e-02	5.710696e-01	OS	0
4989	CytolyticScore	GAGE12E	 8.045915e-02	4.432777e-01	OS	0
4990	T.cells_CD8	GAGE12F	NA	NA	OS	0
4991	CytolyticScore	GAGE12F	NA	NA	OS	0
4992	T.cells_CD8	GAGE12G	NA	NA	OS	0
4993	CytolyticScore	GAGE12G	NA	NA	OS	0
4994	T.cells_CD8	GAGE12H	 1.750935e-01	9.321080e-02	OS	0
4995	CytolyticScore	GAGE12H	 1.910214e-01	6.663052e-02	OS	0
4996	T.cells_CD8	GAGE12I	 1.448983e-01	1.658157e-01	OS	0
4997	CytolyticScore	GAGE12I	 2.171197e-01	3.657150e-02	OS	0
4998	T.cells_CD8	GAGE12J	 1.301002e-01	2.138817e-01	OS	0
4999	CytolyticScore	GAGE12J	 1.895223e-01	6.883585e-02	OS	0
5000	T.cells_CD8	GAGE13	 1.203928e-01	2.503456e-01	OS	0
5001	CytolyticScore	GAGE13	 1.215777e-01	2.456793e-01	OS	0
5002	T.cells_CD8	GAGE2A	 1.380823e-01	1.868548e-01	OS	0
5003	CytolyticScore	GAGE2A	 2.454464e-01	1.772163e-02	OS	0
5004	T.cells_CD8	GPAT2	 2.517402e-01	1.492475e-02	OS	0
5005	CytolyticScore	GPAT2	 2.281126e-01	2.786599e-02	OS	0
5006	T.cells_CD8	GPATCH2	-8.713557e-03	9.339346e-01	OS	0
5007	CytolyticScore	GPATCH2	-4.416231e-02	6.742436e-01	OS	0
5008	T.cells_CD8	HEMGN	 1.782670e-01	8.733677e-02	OS	0
5009	CytolyticScore	HEMGN	 2.534917e-01	1.421792e-02	OS	0
5010	T.cells_CD8	HORMAD1	 1.709474e-02	8.708035e-01	OS	0
5011	CytolyticScore	HORMAD1	 5.342359e-02	6.110368e-01	OS	0
5012	T.cells_CD8	HORMAD2	 1.054138e-01	3.145933e-01	OS	0
5013	CytolyticScore	HORMAD2	 1.186333e-01	2.573863e-01	OS	0
5014	T.cells_CD8	HSPB9	-1.630008e-03	9.876280e-01	OS	0
5015	CytolyticScore	HSPB9	 9.686315e-02	3.556659e-01	OS	0
5016	T.cells_CD8	IGF2BP3	-1.489212e-01	1.542501e-01	OS	0
5017	CytolyticScore	IGF2BP3	-8.600424e-02	4.123884e-01	OS	0
5018	T.cells_CD8	IGSF11	-1.954506e-01	6.044741e-02	OS	0
5019	CytolyticScore	IGSF11	-1.730320e-01	9.719074e-02	OS	0
5020	T.cells_CD8	IL13RA2	 1.068087e-01	3.081965e-01	OS	0
5021	CytolyticScore	IL13RA2	 7.162030e-02	4.951019e-01	OS	0
5022	T.cells_CD8	KDM5B	 2.527528e-02	8.099521e-01	OS	0
5023	CytolyticScore	KDM5B	 1.045672e-01	3.185176e-01	OS	0
5024	T.cells_CD8	KIAA0100	 9.401391e-02	3.700591e-01	OS	0
5025	CytolyticScore	KIAA0100	-1.052904e-01	3.151635e-01	OS	0
5026	T.cells_CD8	KIF20B	-1.443854e-01	1.673349e-01	OS	0
5027	CytolyticScore	KIF20B	-2.261002e-01	2.931345e-02	OS	0
5028	T.cells_CD8	KIF2C	-1.167229e-01	2.651830e-01	OS	1
5029	CytolyticScore	KIF2C	-2.126752e-01	4.068715e-02	OS	1
5030	T.cells_CD8	LDHC	 1.806099e-01	8.319174e-02	OS	0
5031	CytolyticScore	LDHC	 6.051612e-02	5.644585e-01	OS	0
5032	T.cells_CD8	LEMD1	-1.149326e-02	9.129316e-01	OS	0
5033	CytolyticScore	LEMD1	-1.820369e-02	8.625020e-01	OS	0
5034	T.cells_CD8	LIPI	-7.688190e-02	4.638758e-01	OS	0
5035	CytolyticScore	LIPI	 6.644727e-02	5.268462e-01	OS	0
5036	T.cells_CD8	LUZP4	-1.070232e-01	3.072203e-01	OS	0
5037	CytolyticScore	LUZP4	-3.544506e-02	7.358886e-01	OS	0
5038	T.cells_CD8	LY6K	-2.385784e-02	8.204259e-01	OS	0
5039	CytolyticScore	LY6K	-1.658912e-02	8.745933e-01	OS	0
5040	T.cells_CD8	LYPD6B	 2.544870e-02	8.086730e-01	OS	0
5041	CytolyticScore	LYPD6B	 1.425854e-01	1.727487e-01	OS	0
5042	T.cells_CD8	MAEL	 3.145452e-02	7.647051e-01	OS	0
5043	CytolyticScore	MAEL	 4.819170e-03	9.634329e-01	OS	0
5044	T.cells_CD8	MAGEA1	 7.939985e-02	4.493231e-01	OS	0
5045	CytolyticScore	MAGEA1	 1.691569e-01	1.050324e-01	OS	0
5046	T.cells_CD8	MAGEA10	 3.022401e-02	7.736579e-01	OS	0
5047	CytolyticScore	MAGEA10	 8.961218e-02	3.929826e-01	OS	0
