row	column	cor	p	group	DiffExp
860	CytolyticScore	SPANXN2	NA	NA	CCSK	0
861	T.cells_CD8	SPANXN3	 4.200840e-01	1.052281e-01	CCSK	0
862	CytolyticScore	SPANXN3	 4.629100e-01	7.097493e-02	CCSK	0
863	T.cells_CD8	SPANXN4	NA	NA	CCSK	0
864	CytolyticScore	SPANXN4	NA	NA	CCSK	0
865	T.cells_CD8	SPANXN5	NA	NA	CCSK	0
866	CytolyticScore	SPANXN5	NA	NA	CCSK	0
867	T.cells_CD8	SPATA19	-4.200840e-01	1.052281e-01	CCSK	0
868	CytolyticScore	SPATA19	-2.160247e-01	4.216506e-01	CCSK	0
869	T.cells_CD8	SPEF2	-3.147059e-01	2.351583e-01	CCSK	0
870	CytolyticScore	SPEF2	-1.620509e-01	5.487674e-01	CCSK	0
871	T.cells_CD8	SPO11	 1.712888e-01	5.258900e-01	CCSK	0
872	CytolyticScore	SPO11	-3.155243e-01	2.338769e-01	CCSK	0
873	T.cells_CD8	SSX1	 1.482799e-01	5.836562e-01	CCSK	0
874	CytolyticScore	SSX1	 3.267930e-01	2.166790e-01	CCSK	0
875	T.cells_CD8	SSX2	 3.241019e-03	9.904955e-01	CCSK	0
876	CytolyticScore	SSX2	-1.928571e-01	4.742299e-01	CCSK	0
877	T.cells_CD8	SSX2B	NA	NA	CCSK	0
878	CytolyticScore	SSX2B	NA	NA	CCSK	0
879	T.cells_CD8	SSX3	NA	NA	CCSK	0
880	CytolyticScore	SSX3	NA	NA	CCSK	0
881	T.cells_CD8	SSX4	NA	NA	CCSK	0
882	CytolyticScore	SSX4	NA	NA	CCSK	0
883	T.cells_CD8	SSX4B	-6.391375e-02	8.140874e-01	CCSK	0
884	CytolyticScore	SSX4B	-3.155243e-01	2.338769e-01	CCSK	0
885	T.cells_CD8	SSX5	 6.135720e-02	8.214100e-01	CCSK	0
886	CytolyticScore	SSX5	 2.789009e-01	2.955384e-01	CCSK	0
887	T.cells_CD8	SSX6	 2.467146e-01	3.569673e-01	CCSK	0
888	CytolyticScore	SSX6	 1.024154e-01	7.058574e-01	CCSK	0
889	T.cells_CD8	SSX7	 1.553225e-01	5.656992e-01	CCSK	0
890	CytolyticScore	SSX7	-9.984165e-02	7.129536e-01	CCSK	0
891	T.cells_CD8	SSX9	NA	NA	CCSK	0
892	CytolyticScore	SSX9	NA	NA	CCSK	0
893	T.cells_CD8	SYCE1	 2.448388e-01	3.607523e-01	CCSK	0
894	CytolyticScore	SYCE1	 3.738182e-01	1.537789e-01	CCSK	0
895	T.cells_CD8	SYCP1	-1.278275e-02	9.625253e-01	CCSK	0
896	CytolyticScore	SYCP1	-3.155243e-01	2.338769e-01	CCSK	0
897	T.cells_CD8	TAF7L	 3.194386e-01	2.278086e-01	CCSK	0
898	CytolyticScore	TAF7L	 1.546186e-01	5.674833e-01	CCSK	0
899	T.cells_CD8	TDRD1	 6.969620e-01	2.695836e-03	CCSK	0
900	CytolyticScore	TDRD1	 4.601322e-01	7.291053e-02	CCSK	0
901	T.cells_CD8	TDRD6	 6.441176e-01	7.081524e-03	CCSK	0
902	CytolyticScore	TDRD6	 5.898654e-01	1.616902e-02	CCSK	0
903	T.cells_CD8	TEKT5	-2.264706e-01	3.989829e-01	CCSK	0
904	CytolyticScore	TEKT5	-1.037126e-01	7.022892e-01	CCSK	0
905	T.cells_CD8	TEX101	-5.006390e-01	4.824763e-02	CCSK	0
906	CytolyticScore	TEX101	-3.310064e-01	2.104622e-01	CCSK	0
907	T.cells_CD8	TEX14	-1.352941e-01	6.173674e-01	CCSK	0
908	CytolyticScore	TEX14	-2.398354e-01	3.709574e-01	CCSK	0
909	T.cells_CD8	TEX15	-3.794118e-01	1.472271e-01	CCSK	0
910	CytolyticScore	TEX15	-1.944611e-01	4.704901e-01	CCSK	0
911	T.cells_CD8	TFDP3	-1.859516e-01	4.904947e-01	CCSK	0
912	CytolyticScore	TFDP3	-2.758386e-01	3.010935e-01	CCSK	0
913	T.cells_CD8	THEG	 5.701106e-01	2.112282e-02	CCSK	0
914	CytolyticScore	THEG	 5.803393e-01	1.842995e-02	CCSK	0
915	T.cells_CD8	TMEFF1	-2.941176e-02	9.138956e-01	CCSK	0
916	CytolyticScore	TMEFF1	-2.171482e-01	4.191809e-01	CCSK	0
917	T.cells_CD8	TMEFF2	-5.676471e-01	2.181459e-02	CCSK	0
918	CytolyticScore	TMEFF2	-4.569836e-01	7.515041e-02	CCSK	0
919	T.cells_CD8	TMEM108	 4.000000e-01	1.247504e-01	CCSK	0
920	CytolyticScore	TMEM108	 2.074252e-01	4.408025e-01	CCSK	0
921	T.cells_CD8	TMPRSS12	-8.259623e-02	7.610482e-01	CCSK	0
922	CytolyticScore	TMPRSS12	-9.751780e-03	9.714072e-01	CCSK	0
923	T.cells_CD8	TPPP2	 1.814970e-01	5.011259e-01	CCSK	0
924	CytolyticScore	TPPP2	 1.428571e-01	5.976411e-01	CCSK	0
925	T.cells_CD8	TPTE	-1.294355e-01	6.328196e-01	CCSK	0
926	CytolyticScore	TPTE	-9.508728e-02	7.261202e-01	CCSK	0
927	T.cells_CD8	TSGA10	-2.970588e-01	2.638630e-01	CCSK	0
928	CytolyticScore	TSGA10	-2.592815e-01	3.321870e-01	CCSK	0
929	T.cells_CD8	TSPY1	NA	NA	CCSK	0
930	CytolyticScore	TSPY1	NA	NA	CCSK	0
931	T.cells_CD8	TSPY2	-8.401681e-02	7.570527e-01	CCSK	0
932	CytolyticScore	TSPY2	-2.160247e-01	4.216506e-01	CCSK	0
933	T.cells_CD8	TSPY3	-2.318348e-02	9.320847e-01	CCSK	0
934	CytolyticScore	TSPY3	-4.257826e-03	9.875139e-01	CCSK	0
935	T.cells_CD8	TSSK6	-4.058824e-01	1.187917e-01	CCSK	0
936	CytolyticScore	TSSK6	-4.472606e-01	8.238177e-02	CCSK	0
937	T.cells_CD8	TTK	-5.500000e-01	2.729397e-02	CCSK	0
938	CytolyticScore	TTK	-4.505016e-01	7.991795e-02	CCSK	0
939	T.cells_CD8	TULP2	 1.656029e-01	5.399197e-01	CCSK	0
940	CytolyticScore	TULP2	 8.938067e-02	7.420190e-01	CCSK	0
941	T.cells_CD8	VENTXP1	NA	NA	CCSK	0
942	CytolyticScore	VENTXP1	NA	NA	CCSK	0
943	T.cells_CD8	XAGE1A	 1.960392e-01	4.668248e-01	CCSK	0
944	CytolyticScore	XAGE1A	-2.160247e-01	4.216506e-01	CCSK	0
945	T.cells_CD8	XAGE1B	 4.397266e-01	8.831939e-02	CCSK	0
946	CytolyticScore	XAGE1B	 1.493106e-01	5.810135e-01	CCSK	0
947	T.cells_CD8	XAGE1C	 1.960392e-01	4.668248e-01	CCSK	0
948	CytolyticScore	XAGE1C	-2.160247e-01	4.216506e-01	CCSK	0
949	T.cells_CD8	XAGE1D	 1.960392e-01	4.668248e-01	CCSK	0
950	CytolyticScore	XAGE1D	-2.160247e-01	4.216506e-01	CCSK	0
951	T.cells_CD8	XAGE1E	 1.960392e-01	4.668248e-01	CCSK	0
952	CytolyticScore	XAGE1E	-2.160247e-01	4.216506e-01	CCSK	0
953	T.cells_CD8	XAGE2	NA	NA	CCSK	0
954	CytolyticScore	XAGE2	NA	NA	CCSK	0
955	T.cells_CD8	XAGE3	 2.800560e-02	9.179990e-01	CCSK	0
956	CytolyticScore	XAGE3	-2.160247e-01	4.216506e-01	CCSK	0
957	T.cells_CD8	XAGE5	 4.200840e-01	1.052281e-01	CCSK	0
958	CytolyticScore	XAGE5	 4.629100e-01	7.097493e-02	CCSK	0
959	T.cells_CD8	ZNF165	 2.941176e-03	9.913748e-01	CCSK	0
960	CytolyticScore	ZNF165	-1.296407e-02	9.619941e-01	CCSK	0
961	T.cells_CD8	ZNF645	-1.318064e-01	6.265486e-01	CCSK	0
962	CytolyticScore	ZNF645	-2.122791e-01	4.299385e-01	CCSK	0
963	T.cells_CD8	CD99	-5.058824e-01	4.558162e-02	CCSK	0
964	CytolyticScore	CD99	-1.523279e-01	5.733060e-01	CCSK	0
965	T.cells_CD8	PHOX2B	-8.401681e-02	7.570527e-01	CCSK	0
966	CytolyticScore	PHOX2B	-2.160247e-01	4.216506e-01	CCSK	0
967	T.cells_CD8	CytolyticScore	 7.177468e-01	1.861569e-07	DSRCT	NA
968	T.cells_CD8	ACRBP	 1.859287e-01	2.506887e-01	DSRCT	0
969	CytolyticScore	ACRBP	 2.621597e-01	1.022186e-01	DSRCT	0
970	T.cells_CD8	ACTL8	 7.100944e-02	6.632631e-01	DSRCT	0
971	CytolyticScore	ACTL8	-1.263576e-02	9.383177e-01	DSRCT	0
972	T.cells_CD8	ACVR1B	-3.153846e-01	4.744202e-02	DSRCT	0
973	CytolyticScore	ACVR1B	-2.236621e-01	1.653334e-01	DSRCT	0
974	T.cells_CD8	ADAM2	-8.189975e-02	6.153863e-01	DSRCT	0
975	CytolyticScore	ADAM2	-1.521272e-01	3.487084e-01	DSRCT	0
976	T.cells_CD8	ADAM29	 2.800785e-01	8.004500e-02	DSRCT	0
977	CytolyticScore	ADAM29	 1.191770e-01	4.638898e-01	DSRCT	0
978	T.cells_CD8	AKAP3	-3.320826e-02	8.388041e-01	DSRCT	0
979	CytolyticScore	AKAP3	 9.314558e-02	5.675462e-01	DSRCT	0
980	T.cells_CD8	AKAP4	 3.718783e-01	1.813626e-02	DSRCT	0
981	CytolyticScore	AKAP4	 3.299119e-01	3.761850e-02	DSRCT	0
982	T.cells_CD8	ANKRD30BP2	 2.557282e-02	8.755337e-01	DSRCT	0
983	CytolyticScore	ANKRD30BP2	-3.087836e-01	5.254254e-02	DSRCT	0
984	T.cells_CD8	ANKRD45	-5.030019e-01	9.393574e-04	DSRCT	0
985	CytolyticScore	ANKRD45	-4.071363e-01	9.124719e-03	DSRCT	0
986	T.cells_CD8	ARMC3	-2.128093e-01	1.873677e-01	DSRCT	0
987	CytolyticScore	ARMC3	-1.857402e-01	2.511780e-01	DSRCT	0
988	T.cells_CD8	ARX	 2.652121e-01	9.814232e-02	DSRCT	0
989	CytolyticScore	ARX	 3.184300e-01	4.522758e-02	DSRCT	0
990	T.cells_CD8	ATAD2	-2.621013e-01	1.022978e-01	DSRCT	0
991	CytolyticScore	ATAD2	-2.392489e-01	1.370542e-01	DSRCT	0
992	T.cells_CD8	ATIC	-3.078799e-01	5.327382e-02	DSRCT	0
993	CytolyticScore	ATIC	-1.577465e-01	3.309784e-01	DSRCT	0
994	T.cells_CD8	BAGE2	 2.289026e-02	8.885033e-01	DSRCT	0
995	CytolyticScore	BAGE2	-9.952296e-02	5.412003e-01	DSRCT	0
996	T.cells_CD8	BRDT	-5.739387e-02	7.250104e-01	DSRCT	0
997	CytolyticScore	BRDT	 4.319382e-03	9.788968e-01	DSRCT	0
998	T.cells_CD8	CABYR	-2.001876e-01	2.155185e-01	DSRCT	0
999	CytolyticScore	CABYR	-2.236621e-01	1.653334e-01	DSRCT	0
1000	T.cells_CD8	CAGE1	 6.272417e-02	7.006064e-01	DSRCT	0
1001	CytolyticScore	CAGE1	-4.581469e-02	7.789277e-01	DSRCT	0
1002	T.cells_CD8	CALR3	-1.519273e-01	3.493497e-01	DSRCT	0
1003	CytolyticScore	CALR3	-6.436074e-02	6.931714e-01	DSRCT	0
1004	T.cells_CD8	CCDC110	-6.397749e-02	6.949100e-01	DSRCT	0
1005	CytolyticScore	CCDC110	-2.798123e-02	8.639166e-01	DSRCT	0
1006	T.cells_CD8	CCDC33	-7.383822e-02	6.506895e-01	DSRCT	0
1007	CytolyticScore	CCDC33	 5.592751e-02	7.317725e-01	DSRCT	0
1008	T.cells_CD8	CCDC36	 3.116323e-01	5.028996e-02	DSRCT	0
1009	CytolyticScore	CCDC36	 1.515494e-01	3.505639e-01	DSRCT	0
1010	T.cells_CD8	CCDC62	 1.013133e-01	5.339110e-01	DSRCT	0
1011	CytolyticScore	CCDC62	 1.348357e-01	4.068031e-01	DSRCT	0
1012	T.cells_CD8	CCDC83	 1.663505e-01	3.049382e-01	DSRCT	0
1013	CytolyticScore	CCDC83	-6.692523e-02	6.815779e-01	DSRCT	0
1014	T.cells_CD8	CEP290	-9.568480e-03	9.532718e-01	DSRCT	0
1015	CytolyticScore	CEP290	-9.953056e-02	5.411692e-01	DSRCT	0
1016	T.cells_CD8	CEP55	-1.285178e-01	4.293355e-01	DSRCT	0
1017	CytolyticScore	CEP55	-6.892022e-02	6.726084e-01	DSRCT	0
1018	T.cells_CD8	COX6B2	-2.452158e-01	1.272357e-01	DSRCT	0
1019	CytolyticScore	COX6B2	-2.642255e-01	9.944603e-02	DSRCT	0
1020	T.cells_CD8	CPXCR1	-2.080776e-02	8.985918e-01	DSRCT	0
1021	CytolyticScore	CPXCR1	-2.429853e-01	1.308425e-01	DSRCT	0
1022	T.cells_CD8	CR1	 5.834897e-01	7.757167e-05	DSRCT	0
1023	CytolyticScore	CR1	 5.823477e-01	8.074046e-05	DSRCT	0
1024	T.cells_CD8	CRISP2	-3.146051e-01	4.802268e-02	DSRCT	0
1025	CytolyticScore	CRISP2	-2.659702e-01	9.714943e-02	DSRCT	0
1026	T.cells_CD8	CSAG1	 1.364269e-01	4.012370e-01	DSRCT	0
1027	CytolyticScore	CSAG1	 2.545785e-01	1.129016e-01	DSRCT	0
1028	T.cells_CD8	CSAG2	 3.646105e-01	2.071487e-02	DSRCT	0
1029	CytolyticScore	CSAG2	 3.880674e-01	1.334773e-02	DSRCT	0
1030	T.cells_CD8	CT45A1	 1.805792e-01	2.648227e-01	DSRCT	0
1031	CytolyticScore	CT45A1	 9.611726e-02	5.551966e-01	DSRCT	0
1032	T.cells_CD8	CT45A2	 9.461974e-02	5.614041e-01	DSRCT	0
1033	CytolyticScore	CT45A2	 2.237212e-02	8.910119e-01	DSRCT	0
1034	T.cells_CD8	CT45A3	 1.912132e-01	2.372317e-01	DSRCT	0
1035	CytolyticScore	CT45A3	 8.251158e-02	6.127403e-01	DSRCT	0
1036	T.cells_CD8	CT45A5	-3.772759e-02	8.172168e-01	DSRCT	0
1037	CytolyticScore	CT45A5	-9.568427e-02	5.569881e-01	DSRCT	0
1038	T.cells_CD8	CT45A6	 9.102956e-02	5.764161e-01	DSRCT	0
1039	CytolyticScore	CT45A6	-1.107357e-01	4.963508e-01	DSRCT	0
1040	T.cells_CD8	CT47A1	NA	NA	DSRCT	0
1041	CytolyticScore	CT47A1	NA	NA	DSRCT	0
1042	T.cells_CD8	CT47A10	NA	NA	DSRCT	0
1043	CytolyticScore	CT47A10	NA	NA	DSRCT	0
1044	T.cells_CD8	CT47A11	NA	NA	DSRCT	0
1045	CytolyticScore	CT47A11	NA	NA	DSRCT	0
1046	T.cells_CD8	CT47A2	NA	NA	DSRCT	0
1047	CytolyticScore	CT47A2	NA	NA	DSRCT	0
1048	T.cells_CD8	CT47A3	NA	NA	DSRCT	0
1049	CytolyticScore	CT47A3	NA	NA	DSRCT	0
1050	T.cells_CD8	CT47A4	NA	NA	DSRCT	0
1051	CytolyticScore	CT47A4	NA	NA	DSRCT	0
1052	T.cells_CD8	CT47A5	NA	NA	DSRCT	0
1053	CytolyticScore	CT47A5	NA	NA	DSRCT	0
1054	T.cells_CD8	CT47A6	NA	NA	DSRCT	0
1055	CytolyticScore	CT47A6	NA	NA	DSRCT	0
1056	T.cells_CD8	CT47A7	 2.288854e-01	1.554232e-01	DSRCT	0
1057	CytolyticScore	CT47A7	 2.152155e-01	1.823118e-01	DSRCT	0
1058	T.cells_CD8	CT47A8	NA	NA	DSRCT	0
1059	CytolyticScore	CT47A8	NA	NA	DSRCT	0
1060	T.cells_CD8	CT47A9	NA	NA	DSRCT	0
1061	CytolyticScore	CT47A9	NA	NA	DSRCT	0
1062	T.cells_CD8	CT47B1	 1.150117e-02	9.438471e-01	DSRCT	0
1063	CytolyticScore	CT47B1	-1.438997e-02	9.297744e-01	DSRCT	0
1064	T.cells_CD8	CT55	 1.417004e-01	3.831066e-01	DSRCT	0
1065	CytolyticScore	CT55	-2.398516e-02	8.832061e-01	DSRCT	0
1066	T.cells_CD8	CT83	 1.595262e-01	3.254823e-01	DSRCT	0
1067	CytolyticScore	CT83	-2.429853e-01	1.308425e-01	DSRCT	0
1068	T.cells_CD8	CTAG1A	 4.358482e-02	7.894380e-01	DSRCT	0
1069	CytolyticScore	CTAG1A	 1.948041e-01	2.283722e-01	DSRCT	0
1070	T.cells_CD8	CTAG1B	 1.371290e-02	9.330710e-01	DSRCT	0
1071	CytolyticScore	CTAG1B	 2.003311e-01	2.151830e-01	DSRCT	0
1072	T.cells_CD8	CTAG2	 1.050965e-01	5.186666e-01	DSRCT	0
1073	CytolyticScore	CTAG2	 2.095397e-01	1.943961e-01	DSRCT	0
1074	T.cells_CD8	CTAGE1	 2.635891e-01	1.002939e-01	DSRCT	0
1075	CytolyticScore	CTAGE1	 2.047237e-01	2.050835e-01	DSRCT	0
1076	T.cells_CD8	CTAGE3P	-3.253283e-01	4.051999e-02	DSRCT	0
1077	CytolyticScore	CTAGE3P	-4.736152e-01	2.022850e-03	DSRCT	0
1078	T.cells_CD8	CTAGE5	 3.553471e-01	2.443949e-02	DSRCT	0
1079	CytolyticScore	CTAGE5	 2.309860e-01	1.515622e-01	DSRCT	0
1080	T.cells_CD8	CTCFL	-4.384615e-01	4.654825e-03	DSRCT	1
1081	CytolyticScore	CTCFL	-4.784979e-01	1.789083e-03	DSRCT	1
1082	T.cells_CD8	CTNNA2	-3.957459e-01	1.148163e-02	DSRCT	0
1083	CytolyticScore	CTNNA2	-2.270081e-01	1.589339e-01	DSRCT	0
1084	T.cells_CD8	DCAF12	-1.857411e-01	2.511756e-01	DSRCT	0
1085	CytolyticScore	DCAF12	-5.145542e-02	7.525171e-01	DSRCT	0
1086	T.cells_CD8	DDX43	 3.562852e-01	2.403861e-02	DSRCT	0
1087	CytolyticScore	DDX43	 3.453523e-01	2.906644e-02	DSRCT	0
1088	T.cells_CD8	DDX53	-8.296180e-02	6.107963e-01	DSRCT	0
1089	CytolyticScore	DDX53	-3.160935e-01	4.691894e-02	DSRCT	0
1090	T.cells_CD8	DKKL1	-3.557390e-01	2.427134e-02	DSRCT	0
1091	CytolyticScore	DKKL1	-1.548430e-01	3.400685e-01	DSRCT	0
1092	T.cells_CD8	DMRT1	-2.357869e-01	1.430022e-01	DSRCT	0
1093	CytolyticScore	DMRT1	-2.232958e-01	1.660451e-01	DSRCT	0
1094	T.cells_CD8	DNAJB8	 2.323666e-01	1.490632e-01	DSRCT	0
1095	CytolyticScore	DNAJB8	-6.349237e-02	6.971130e-01	DSRCT	0
1096	T.cells_CD8	DPPA2	 1.381521e-01	3.952520e-01	DSRCT	0
1097	CytolyticScore	DPPA2	 1.840736e-01	2.555315e-01	DSRCT	0
1098	T.cells_CD8	DSCR8	 6.209110e-02	7.034899e-01	DSRCT	0
1099	CytolyticScore	DSCR8	 6.856982e-02	6.741806e-01	DSRCT	0
1100	T.cells_CD8	ELOVL4	-3.476548e-01	2.794104e-02	DSRCT	0
1101	CytolyticScore	ELOVL4	-7.399064e-02	6.500147e-01	DSRCT	0
1102	T.cells_CD8	EPPIN	-6.655839e-02	6.832319e-01	DSRCT	0
1103	CytolyticScore	EPPIN	-1.958882e-01	2.257427e-01	DSRCT	0
1104	T.cells_CD8	FAM133A	 7.977460e-02	6.246144e-01	DSRCT	0
1105	CytolyticScore	FAM133A	 2.948508e-01	6.475195e-02	DSRCT	0
1106	T.cells_CD8	FAM46D	 1.111256e-01	4.948262e-01	DSRCT	0
1107	CytolyticScore	FAM46D	 9.823305e-03	9.520287e-01	DSRCT	0
1108	T.cells_CD8	FATE1	 1.946990e-01	2.286283e-01	DSRCT	0
1109	CytolyticScore	FATE1	 3.908241e-01	1.265016e-02	DSRCT	0
1110	T.cells_CD8	FBXO39	 1.586855e-01	3.280714e-01	DSRCT	0
1111	CytolyticScore	FBXO39	 2.291353e-01	1.549601e-01	DSRCT	0
1112	T.cells_CD8	FMR1NB	-1.194860e-01	4.627234e-01	DSRCT	0
1113	CytolyticScore	FMR1NB	-2.536577e-01	1.142547e-01	DSRCT	0
1114	T.cells_CD8	FTHL17	NA	NA	DSRCT	0
1115	CytolyticScore	FTHL17	NA	NA	DSRCT	0
1116	T.cells_CD8	GAGE1	-2.904216e-01	6.907182e-02	DSRCT	0
1117	CytolyticScore	GAGE1	-1.719114e-01	2.888226e-01	DSRCT	0
1118	T.cells_CD8	GAGE12B	NA	NA	DSRCT	0
1119	CytolyticScore	GAGE12B	NA	NA	DSRCT	0
1120	T.cells_CD8	GAGE12C	NA	NA	DSRCT	0
1121	CytolyticScore	GAGE12C	NA	NA	DSRCT	0
1122	T.cells_CD8	GAGE12D	NA	NA	DSRCT	0
1123	CytolyticScore	GAGE12D	NA	NA	DSRCT	0
1124	T.cells_CD8	GAGE12E	-8.592764e-02	5.980561e-01	DSRCT	0
1125	CytolyticScore	GAGE12E	-4.623571e-02	7.769475e-01	DSRCT	0
1126	T.cells_CD8	GAGE12F	NA	NA	DSRCT	0
1127	CytolyticScore	GAGE12F	NA	NA	DSRCT	0
1128	T.cells_CD8	GAGE12G	NA	NA	DSRCT	0
1129	CytolyticScore	GAGE12G	NA	NA	DSRCT	0
1130	T.cells_CD8	GAGE12H	-2.885778e-01	7.093578e-02	DSRCT	0
1131	CytolyticScore	GAGE12H	-1.735082e-01	2.842989e-01	DSRCT	0
1132	T.cells_CD8	GAGE12I	NA	NA	DSRCT	0
1133	CytolyticScore	GAGE12I	NA	NA	DSRCT	0
1134	T.cells_CD8	GAGE12J	NA	NA	DSRCT	0
1135	CytolyticScore	GAGE12J	NA	NA	DSRCT	0
1136	T.cells_CD8	GAGE13	-8.592764e-02	5.980561e-01	DSRCT	0
1137	CytolyticScore	GAGE13	-4.623571e-02	7.769475e-01	DSRCT	0
1138	T.cells_CD8	GAGE2A	-3.528402e-01	2.553811e-02	DSRCT	0
1139	CytolyticScore	GAGE2A	-3.520966e-01	2.587179e-02	DSRCT	0
1140	T.cells_CD8	GPAT2	 2.052533e-01	2.038886e-01	DSRCT	0
1141	CytolyticScore	GPAT2	 1.836621e-01	2.566144e-01	DSRCT	0
1142	T.cells_CD8	GPATCH2	-1.621013e-01	3.176308e-01	DSRCT	0
1143	CytolyticScore	GPATCH2	-3.070424e-01	5.395882e-02	DSRCT	0
1144	T.cells_CD8	HEMGN	 5.696891e-01	1.246123e-04	DSRCT	0
1145	CytolyticScore	HEMGN	 5.040410e-01	9.130648e-04	DSRCT	0
1146	T.cells_CD8	HORMAD1	 5.718917e-01	1.156966e-04	DSRCT	0
1147	CytolyticScore	HORMAD1	 4.136364e-01	7.975534e-03	DSRCT	0
1148	T.cells_CD8	HORMAD2	-1.247853e-01	4.429675e-01	DSRCT	0
1149	CytolyticScore	HORMAD2	-1.850212e-01	2.530501e-01	DSRCT	0
1150	T.cells_CD8	HSPB9	-1.842402e-01	2.550943e-01	DSRCT	0
1151	CytolyticScore	HSPB9	-1.887325e-01	2.434866e-01	DSRCT	0
1152	T.cells_CD8	IGF2BP3	 4.146341e-02	7.994714e-01	DSRCT	0
1153	CytolyticScore	IGF2BP3	 2.892020e-02	8.593950e-01	DSRCT	0
1154	T.cells_CD8	IGSF11	-5.362101e-01	3.620353e-04	DSRCT	0
1155	CytolyticScore	IGSF11	-4.478875e-01	3.754269e-03	DSRCT	0
1156	T.cells_CD8	IL13RA2	 9.894692e-02	5.435557e-01	DSRCT	0
1157	CytolyticScore	IL13RA2	 3.714937e-01	1.826563e-02	DSRCT	0
1158	T.cells_CD8	KDM5B	-6.384615e-01	9.304114e-06	DSRCT	0
1159	CytolyticScore	KDM5B	-5.842256e-01	7.558985e-05	DSRCT	0
1160	T.cells_CD8	KIAA0100	 6.153846e-02	7.060104e-01	DSRCT	0
1161	CytolyticScore	KIAA0100	 1.584977e-01	3.286515e-01	DSRCT	0
1162	T.cells_CD8	KIF20B	-3.144465e-01	4.814150e-02	DSRCT	0
1163	CytolyticScore	KIF20B	-2.291081e-01	1.550105e-01	DSRCT	0
1164	T.cells_CD8	KIF2C	-1.692308e-01	2.965210e-01	DSRCT	0
1165	CytolyticScore	KIF2C	-1.138029e-01	4.844234e-01	DSRCT	0
1166	T.cells_CD8	LDHC	 8.571631e-02	5.989601e-01	DSRCT	0
1167	CytolyticScore	LDHC	 3.324866e-02	8.386105e-01	DSRCT	0
1168	T.cells_CD8	LEMD1	-3.193343e-01	4.458637e-02	DSRCT	0
1169	CytolyticScore	LEMD1	-2.073304e-01	1.992492e-01	DSRCT	0
1170	T.cells_CD8	LIPI	-1.518442e-01	3.496164e-01	DSRCT	0
1171	CytolyticScore	LIPI	-3.178933e-01	4.561163e-02	DSRCT	0
1172	T.cells_CD8	LUZP4	 6.161672e-02	7.056533e-01	DSRCT	0
1173	CytolyticScore	LUZP4	 7.646208e-02	6.391114e-01	DSRCT	0
1174	T.cells_CD8	LY6K	-1.403443e-01	3.877223e-01	DSRCT	0
1175	CytolyticScore	LY6K	-8.836099e-02	5.876907e-01	DSRCT	0
1176	T.cells_CD8	LYPD6B	 2.028334e-01	2.093883e-01	DSRCT	0
1177	CytolyticScore	LYPD6B	 2.428733e-01	1.310255e-01	DSRCT	0
1178	T.cells_CD8	MAEL	-3.307368e-01	3.711481e-02	DSRCT	0
1179	CytolyticScore	MAEL	-2.689526e-01	9.331839e-02	DSRCT	0
1180	T.cells_CD8	MAGEA1	 7.903480e-02	6.278403e-01	DSRCT	0
1181	CytolyticScore	MAGEA1	 1.604864e-01	3.225404e-01	DSRCT	0
1182	T.cells_CD8	MAGEA10	-8.055713e-04	9.960638e-01	DSRCT	0
1183	CytolyticScore	MAGEA10	 4.582631e-02	7.788730e-01	DSRCT	0
1184	T.cells_CD8	MAGEA11	-3.811835e-02	8.153563e-01	DSRCT	0
1185	CytolyticScore	MAGEA11	-1.200266e-01	4.606865e-01	DSRCT	0
1186	T.cells_CD8	MAGEA12	-3.075878e-02	8.505542e-01	DSRCT	0
1187	CytolyticScore	MAGEA12	 2.625306e-03	9.871727e-01	DSRCT	0
1188	T.cells_CD8	MAGEA2	-1.115190e-01	4.932906e-01	DSRCT	0
1189	CytolyticScore	MAGEA2	-1.568992e-01	3.336155e-01	DSRCT	0
1190	T.cells_CD8	MAGEA2B	-5.674876e-02	7.279828e-01	DSRCT	0
1191	CytolyticScore	MAGEA2B	 5.011947e-03	9.755141e-01	DSRCT	0
1192	T.cells_CD8	MAGEA3	-5.825684e-02	7.210404e-01	DSRCT	0
1193	CytolyticScore	MAGEA3	-3.714744e-02	8.199809e-01	DSRCT	0
1194	T.cells_CD8	MAGEA4	 1.301883e-01	4.233111e-01	DSRCT	0
1195	CytolyticScore	MAGEA4	 1.083535e-01	5.057173e-01	DSRCT	0
1196	T.cells_CD8	MAGEA5	 2.138792e-01	1.851076e-01	DSRCT	0
1197	CytolyticScore	MAGEA5	 8.372373e-02	6.075122e-01	DSRCT	0
1198	T.cells_CD8	MAGEA6	-1.287577e-02	9.371484e-01	DSRCT	0
1199	CytolyticScore	MAGEA6	 1.415278e-01	3.836921e-01	DSRCT	0
1200	T.cells_CD8	MAGEA8	 2.434001e-02	8.814903e-01	DSRCT	0
1201	CytolyticScore	MAGEA8	-1.527873e-01	3.465961e-01	DSRCT	0
1202	T.cells_CD8	MAGEA9	-3.335902e-01	3.541475e-02	DSRCT	0
1203	CytolyticScore	MAGEA9	-3.412691e-01	3.115413e-02	DSRCT	0
1204	T.cells_CD8	MAGEA9B	-6.954400e-02	6.698130e-01	DSRCT	0
1205	CytolyticScore	MAGEA9B	-1.699383e-02	9.171077e-01	DSRCT	0
1206	T.cells_CD8	MAGEB1	 1.736499e-01	2.838996e-01	DSRCT	0
