row	column	cor	p	group	DiffExp
10055	T.cells_CD8	SOHLH2	-6.657741e-02	5.599147e-01	EWS	0
10056	CytolyticScore	SOHLH2	-1.084067e-01	3.416102e-01	EWS	0
10057	T.cells_CD8	SOX1	-1.473293e-01	1.950778e-01	EWS	0
10058	CytolyticScore	SOX1	-2.065624e-01	6.778183e-02	EWS	0
10059	T.cells_CD8	SOX10	 1.356110e-01	2.334030e-01	EWS	0
10060	CytolyticScore	SOX10	 1.807965e-01	1.108216e-01	EWS	0
10061	T.cells_CD8	SOX11	-2.198637e-01	5.154221e-02	EWS	1
10062	CytolyticScore	SOX11	-2.693081e-01	1.639364e-02	EWS	1
10063	T.cells_CD8	SOX12	-1.388023e-01	2.224826e-01	EWS	0
10064	CytolyticScore	SOX12	-1.528337e-01	1.787291e-01	EWS	0
10065	T.cells_CD8	SOX13	 1.622201e-01	1.531936e-01	EWS	0
10066	CytolyticScore	SOX13	 3.064119e-01	6.024682e-03	EWS	0
10067	T.cells_CD8	SOX14	-5.461900e-02	6.325908e-01	EWS	0
10068	CytolyticScore	SOX14	-6.472921e-02	5.708838e-01	EWS	0
10069	T.cells_CD8	SOX15	-3.999513e-02	7.263699e-01	EWS	0
10070	CytolyticScore	SOX15	-6.831259e-02	5.497084e-01	EWS	0
10071	T.cells_CD8	SOX17	 4.076680e-01	1.922027e-04	EWS	0
10072	CytolyticScore	SOX17	 5.821034e-01	1.835821e-08	EWS	0
10073	T.cells_CD8	SOX18	 1.832278e-01	1.060246e-01	EWS	0
10074	CytolyticScore	SOX18	 3.993547e-01	2.664543e-04	EWS	0
10075	T.cells_CD8	SOX2	-4.006914e-01	2.529659e-04	EWS	0
10076	CytolyticScore	SOX2	-2.023918e-01	7.364920e-02	EWS	0
10077	T.cells_CD8	SOX21	-2.713682e-02	8.123491e-01	EWS	0
10078	CytolyticScore	SOX21	-5.865400e-02	6.076289e-01	EWS	0
10079	T.cells_CD8	SOX3	-4.258576e-02	7.094116e-01	EWS	0
10080	CytolyticScore	SOX3	-1.414669e-01	2.136436e-01	EWS	0
10081	T.cells_CD8	SOX30	-8.228048e-02	4.709760e-01	EWS	0
10082	CytolyticScore	SOX30	-2.614177e-01	1.995885e-02	EWS	0
10083	T.cells_CD8	SOX4	-7.032619e-02	5.379784e-01	EWS	0
10084	CytolyticScore	SOX4	-3.281983e-02	7.740076e-01	EWS	0
10085	T.cells_CD8	SOX5	 2.925998e-01	8.876671e-03	EWS	0
10086	CytolyticScore	SOX5	 3.449926e-01	1.847725e-03	EWS	0
10087	T.cells_CD8	SOX6	-9.968354e-02	3.820832e-01	EWS	0
10088	CytolyticScore	SOX6	-2.059386e-01	6.863459e-02	EWS	0
10089	T.cells_CD8	SOX7	 3.690604e-01	8.169615e-04	EWS	0
10090	CytolyticScore	SOX7	 4.221784e-01	1.064397e-04	EWS	0
10091	T.cells_CD8	SOX8	 2.563535e-01	2.258082e-02	EWS	0
10092	CytolyticScore	SOX8	 1.053432e-01	3.555065e-01	EWS	0
10093	T.cells_CD8	SOX9	 3.522395e-02	7.579432e-01	EWS	0
10094	CytolyticScore	SOX9	 1.280571e-01	2.607194e-01	EWS	0
10095	T.cells_CD8	SP1	-2.422103e-02	8.322000e-01	EWS	0
10096	CytolyticScore	SP1	-6.152649e-02	5.901258e-01	EWS	0
10097	T.cells_CD8	SP110	 2.661149e-01	1.776426e-02	EWS	0
10098	CytolyticScore	SP110	 1.307301e-01	2.508159e-01	EWS	0
10099	T.cells_CD8	SP2	 8.366602e-02	4.635136e-01	EWS	0
10100	CytolyticScore	SP2	 5.237258e-02	6.466702e-01	EWS	0
10101	T.cells_CD8	SP3	-1.100292e-02	9.233298e-01	EWS	0
10102	CytolyticScore	SP3	-1.474390e-02	8.973855e-01	EWS	0
10103	T.cells_CD8	SP4	-5.688900e-02	6.184949e-01	EWS	0
10104	CytolyticScore	SP4	-1.251645e-01	2.717319e-01	EWS	0
10105	T.cells_CD8	SP5	 1.140854e-01	3.167669e-01	EWS	0
10106	CytolyticScore	SP5	 7.005747e-02	5.395367e-01	EWS	0
10107	T.cells_CD8	SP6	 1.655195e-01	1.448966e-01	EWS	0
10108	CytolyticScore	SP6	 3.007567e-01	7.076218e-03	EWS	0
10109	T.cells_CD8	SP7	 6.609056e-02	5.627944e-01	EWS	0
10110	CytolyticScore	SP7	 9.886225e-04	9.931008e-01	EWS	0
10111	T.cells_CD8	SP8	 9.199585e-02	4.200377e-01	EWS	0
10112	CytolyticScore	SP8	 1.082842e-01	3.421594e-01	EWS	0
10113	T.cells_CD8	SP9	-1.632433e-01	1.505835e-01	EWS	0
10114	CytolyticScore	SP9	-1.063851e-01	3.507419e-01	EWS	0
10115	T.cells_CD8	SPDEF	 1.264556e-01	2.667786e-01	EWS	0
10116	CytolyticScore	SPDEF	 1.562555e-01	1.690832e-01	EWS	0
10117	T.cells_CD8	SPI1	 4.801607e-01	7.533401e-06	EWS	0
10118	CytolyticScore	SPI1	 6.072339e-01	2.972840e-09	EWS	0
10119	T.cells_CD8	SPIB	 5.277751e-01	5.789042e-07	EWS	0
10120	CytolyticScore	SPIB	 3.333611e-01	2.681007e-03	EWS	0
10121	T.cells_CD8	SREBF1	 2.697176e-01	1.622462e-02	EWS	0
10122	CytolyticScore	SREBF1	 1.959669e-01	8.347764e-02	EWS	0
10123	T.cells_CD8	SREBF2	-1.351753e-01	2.349223e-01	EWS	0
10124	CytolyticScore	SREBF2	-7.767399e-02	4.962471e-01	EWS	0
10125	T.cells_CD8	SRF	 1.731256e-01	1.270612e-01	EWS	0
10126	CytolyticScore	SRF	 1.642090e-01	1.481508e-01	EWS	0
10127	T.cells_CD8	SRY	-1.333738e-01	2.412771e-01	EWS	0
10128	CytolyticScore	SRY	-6.318087e-02	5.801497e-01	EWS	0
10129	T.cells_CD8	ST18	 2.018258e-01	7.447594e-02	EWS	0
10130	CytolyticScore	ST18	 1.818322e-01	1.087581e-01	EWS	0
10131	T.cells_CD8	STAT1	 3.904576e-01	3.744477e-04	EWS	0
10132	CytolyticScore	STAT1	 4.053962e-01	2.103265e-04	EWS	0
10133	T.cells_CD8	STAT2	 1.118062e-01	3.265947e-01	EWS	0
10134	CytolyticScore	STAT2	 1.074059e-03	9.925046e-01	EWS	0
10135	T.cells_CD8	STAT3	 3.251461e-01	3.458013e-03	EWS	0
10136	CytolyticScore	STAT3	 2.666840e-01	1.751303e-02	EWS	0
10137	T.cells_CD8	STAT4	 2.377799e-01	3.484857e-02	EWS	0
10138	CytolyticScore	STAT4	 3.086577e-01	5.647015e-03	EWS	0
10139	T.cells_CD8	STAT5A	 3.953749e-01	3.106236e-04	EWS	0
10140	CytolyticScore	STAT5A	 4.479314e-01	3.482569e-05	EWS	0
10141	T.cells_CD8	STAT5B	 2.180380e-01	5.356123e-02	EWS	0
10142	CytolyticScore	STAT5B	 2.246004e-01	4.659363e-02	EWS	0
10143	T.cells_CD8	STAT6	-1.781889e-02	8.761389e-01	EWS	0
10144	CytolyticScore	STAT6	-1.372354e-01	2.277986e-01	EWS	0
10145	T.cells_CD8	T	 1.115813e-01	3.275753e-01	EWS	0
10146	CytolyticScore	T	 1.581750e-01	1.638426e-01	EWS	0
10147	T.cells_CD8	TADA2A	-3.404576e-01	2.139910e-03	EWS	0
10148	CytolyticScore	TADA2A	-3.114771e-01	5.202614e-03	EWS	0
10149	T.cells_CD8	TAL1	 2.400682e-01	3.308649e-02	EWS	0
10150	CytolyticScore	TAL1	 3.907378e-01	3.705112e-04	EWS	0
10151	T.cells_CD8	TAL2	 6.552866e-02	5.661267e-01	EWS	0
10152	CytolyticScore	TAL2	 1.363787e-01	2.307424e-01	EWS	0
10153	T.cells_CD8	TBP	-2.054528e-01	6.930476e-02	EWS	0
10154	CytolyticScore	TBP	-2.755572e-01	1.397306e-02	EWS	0
10155	T.cells_CD8	TBPL1	-2.157254e-01	5.621112e-02	EWS	0
10156	CytolyticScore	TBPL1	-8.250726e-03	9.424695e-01	EWS	0
10157	T.cells_CD8	TBPL2	-8.703671e-02	4.456318e-01	EWS	0
10158	CytolyticScore	TBPL2	-8.413863e-02	4.609830e-01	EWS	0
10159	T.cells_CD8	TBR1	-2.347953e-01	3.726438e-02	EWS	0
10160	CytolyticScore	TBR1	-1.972955e-01	8.136430e-02	EWS	0
10161	T.cells_CD8	TBX1	 7.570594e-03	9.472048e-01	EWS	0
10162	CytolyticScore	TBX1	 1.426424e-01	2.098243e-01	EWS	0
10163	T.cells_CD8	TBX10	 1.194618e-01	2.943457e-01	EWS	0
10164	CytolyticScore	TBX10	 8.245803e-02	4.700162e-01	EWS	0
10165	T.cells_CD8	TBX15	 2.187196e-01	5.280001e-02	EWS	0
10166	CytolyticScore	TBX15	 3.633371e-01	9.976633e-04	EWS	0
10167	T.cells_CD8	TBX18	 8.678189e-02	4.469700e-01	EWS	0
10168	CytolyticScore	TBX18	 2.132984e-01	5.910632e-02	EWS	0
10169	T.cells_CD8	TBX19	-6.655307e-02	5.600585e-01	EWS	0
10170	CytolyticScore	TBX19	-4.686803e-03	9.673011e-01	EWS	0
10171	T.cells_CD8	TBX2	 2.005599e-01	7.635198e-02	EWS	0
10172	CytolyticScore	TBX2	 3.356678e-01	2.493001e-03	EWS	0
10173	T.cells_CD8	TBX20	-1.709034e-02	8.811655e-01	EWS	0
10174	CytolyticScore	TBX20	 3.957966e-02	7.291021e-01	EWS	0
10175	T.cells_CD8	TBX21	 7.502741e-01	1.776357e-15	EWS	0
10176	CytolyticScore	TBX21	 7.126425e-01	1.756373e-13	EWS	0
10177	T.cells_CD8	TBX22	 1.803373e-02	8.746575e-01	EWS	0
10178	CytolyticScore	TBX22	-1.206441e-02	9.159589e-01	EWS	0
10179	T.cells_CD8	TBX3	-5.654820e-02	6.206026e-01	EWS	0
10180	CytolyticScore	TBX3	-6.999691e-02	5.398881e-01	EWS	0
10181	T.cells_CD8	TBX4	-9.387345e-02	4.105730e-01	EWS	0
10182	CytolyticScore	TBX4	 2.289576e-02	8.412581e-01	EWS	0
10183	T.cells_CD8	TBX5	-1.802556e-01	1.119112e-01	EWS	0
10184	CytolyticScore	TBX5	-1.216764e-01	2.854210e-01	EWS	0
10185	T.cells_CD8	TBX6	 1.110759e-01	3.297844e-01	EWS	0
10186	CytolyticScore	TBX6	 1.727038e-02	8.799228e-01	EWS	0
10187	T.cells_CD8	TCF12	-1.885346e-01	9.611627e-02	EWS	0
10188	CytolyticScore	TCF12	-1.248838e-01	2.728170e-01	EWS	0
10189	T.cells_CD8	TCF15	-1.438656e-02	8.998595e-01	EWS	0
10190	CytolyticScore	TCF15	 9.732439e-02	3.935050e-01	EWS	0
10191	T.cells_CD8	TCF21	 2.979972e-01	7.645591e-03	EWS	0
10192	CytolyticScore	TCF21	 3.182409e-01	4.260365e-03	EWS	0
10193	T.cells_CD8	TCF23	 2.059895e-01	6.856475e-02	EWS	0
10194	CytolyticScore	TCF23	 2.475375e-01	2.784635e-02	EWS	0
10195	T.cells_CD8	TCF25	 2.176485e-01	5.400022e-02	EWS	0
10196	CytolyticScore	TCF25	 3.133079e-02	7.840056e-01	EWS	0
10197	T.cells_CD8	TCF3	-2.387293e-01	3.410818e-02	EWS	0
10198	CytolyticScore	TCF3	-2.031924e-01	7.249233e-02	EWS	0
10199	T.cells_CD8	TCF4	-1.186709e-01	2.975768e-01	EWS	0
10200	CytolyticScore	TCF4	 4.478094e-02	6.951512e-01	EWS	0
10201	T.cells_CD8	TCF7	 4.338121e-01	6.497491e-05	EWS	0
10202	CytolyticScore	TCF7	 2.800243e-01	1.243824e-02	EWS	0
10203	T.cells_CD8	TCF7L1	-2.865141e-02	8.020834e-01	EWS	0
10204	CytolyticScore	TCF7L1	 1.174142e-01	3.027586e-01	EWS	0
10205	T.cells_CD8	TCF7L2	 2.413827e-01	3.210848e-02	EWS	0
10206	CytolyticScore	TCF7L2	 1.753401e-01	1.221970e-01	EWS	0
10207	T.cells_CD8	TCFL5	-1.362707e-01	2.311155e-01	EWS	0
10208	CytolyticScore	TCFL5	-1.679072e-01	1.391063e-01	EWS	0
10209	T.cells_CD8	TEAD1	 3.539435e-02	7.568084e-01	EWS	0
10210	CytolyticScore	TEAD1	 1.078453e-01	3.441311e-01	EWS	0
10211	T.cells_CD8	TEAD2	-2.732473e-01	1.482909e-02	EWS	0
10212	CytolyticScore	TEAD2	-2.348039e-01	3.725717e-02	EWS	0
10213	T.cells_CD8	TEAD3	 9.406037e-02	4.096376e-01	EWS	0
10214	CytolyticScore	TEAD3	 1.098958e-01	3.349807e-01	EWS	0
10215	T.cells_CD8	TEAD4	 1.363194e-02	9.050871e-01	EWS	0
10216	CytolyticScore	TEAD4	 1.909506e-01	9.185299e-02	EWS	0
10217	T.cells_CD8	TEF	 2.122687e-01	6.037064e-02	EWS	0
10218	CytolyticScore	TEF	 3.131858e-01	4.948616e-03	EWS	0
10219	T.cells_CD8	TFAM	-1.809883e-01	1.104371e-01	EWS	0
10220	CytolyticScore	TFAM	-1.979686e-01	8.030987e-02	EWS	0
10221	T.cells_CD8	TFAP2A	-4.934275e-02	6.658572e-01	EWS	0
10222	CytolyticScore	TFAP2A	-9.751968e-03	9.320246e-01	EWS	0
10223	T.cells_CD8	TFAP2B	 1.338406e-01	2.396191e-01	EWS	0
10224	CytolyticScore	TFAP2B	-5.707154e-02	6.173673e-01	EWS	0
10225	T.cells_CD8	TFAP2C	 5.572785e-02	6.256885e-01	EWS	0
10226	CytolyticScore	TFAP2C	 6.301171e-02	5.811662e-01	EWS	0
10227	T.cells_CD8	TFAP2D	-2.772846e-02	8.083352e-01	EWS	0
10228	CytolyticScore	TFAP2D	-1.260164e-01	2.684567e-01	EWS	0
10229	T.cells_CD8	TFAP2E	 8.371470e-02	4.632526e-01	EWS	0
10230	CytolyticScore	TFAP2E	 2.056579e-02	8.572325e-01	EWS	0
10231	T.cells_CD8	TFAP4	-3.175511e-01	4.348960e-03	EWS	0
10232	CytolyticScore	TFAP4	-2.766678e-01	1.357690e-02	EWS	0
10233	T.cells_CD8	TFCP2	-2.516066e-01	2.529946e-02	EWS	0
10234	CytolyticScore	TFCP2	-1.306324e-01	2.511731e-01	EWS	0
10235	T.cells_CD8	TFCP2L1	 2.926420e-01	8.866421e-03	EWS	0
10236	CytolyticScore	TFCP2L1	 3.256306e-01	3.407142e-03	EWS	0
10237	T.cells_CD8	TFDP1	-3.805015e-01	5.418795e-04	EWS	0
10238	CytolyticScore	TFDP1	-2.529531e-01	2.450146e-02	EWS	0
10239	T.cells_CD8	TFDP2	-1.220789e-01	2.838186e-01	EWS	0
10240	CytolyticScore	TFDP2	-2.311424e-01	4.040971e-02	EWS	0
10241	T.cells_CD8	TFE3	 1.254625e-01	2.705831e-01	EWS	0
10242	CytolyticScore	TFE3	 1.360760e-01	2.317891e-01	EWS	0
10243	T.cells_CD8	TFEB	 3.552580e-01	1.314651e-03	EWS	0
10244	CytolyticScore	TFEB	 2.944997e-01	8.424864e-03	EWS	0
10245	T.cells_CD8	TFEC	 4.501217e-01	3.153580e-05	EWS	0
10246	CytolyticScore	TFEC	 5.404103e-01	2.737564e-07	EWS	0
10247	T.cells_CD8	TGIF1	 7.288218e-02	5.232684e-01	EWS	0
10248	CytolyticScore	TGIF1	 5.775508e-02	6.131526e-01	EWS	0
10249	T.cells_CD8	TGIF2	-2.149951e-01	5.706982e-02	EWS	0
10250	CytolyticScore	TGIF2	-2.160689e-01	5.581085e-02	EWS	0
10251	T.cells_CD8	TGIF2LX	-3.581535e-02	7.540069e-01	EWS	0
10252	CytolyticScore	TGIF2LX	-1.174464e-01	3.026252e-01	EWS	0
10253	T.cells_CD8	TGIF2LY	-2.341245e-02	8.377240e-01	EWS	0
10254	CytolyticScore	TGIF2LY	-1.575981e-01	1.654049e-01	EWS	0
10255	T.cells_CD8	THAP1	-7.952775e-02	4.859931e-01	EWS	0
10256	CytolyticScore	THAP1	-3.783617e-02	7.406041e-01	EWS	0
10257	T.cells_CD8	THAP10	-9.924537e-02	3.841894e-01	EWS	0
10258	CytolyticScore	THAP10	-1.730700e-02	8.796702e-01	EWS	0
10259	T.cells_CD8	THAP11	 2.538948e-02	8.242318e-01	EWS	0
10260	CytolyticScore	THAP11	-3.290526e-02	7.734351e-01	EWS	0
10261	T.cells_CD8	THAP2	-1.565969e-01	1.681423e-01	EWS	0
10262	CytolyticScore	THAP2	-1.744980e-01	1.240297e-01	EWS	0
10263	T.cells_CD8	THAP3	-1.988559e-01	7.893664e-02	EWS	0
10264	CytolyticScore	THAP3	-1.527361e-01	1.790101e-01	EWS	0
10265	T.cells_CD8	THAP4	-8.814508e-02	4.398371e-01	EWS	0
10266	CytolyticScore	THAP4	-9.316241e-02	4.141425e-01	EWS	0
10267	T.cells_CD8	THAP5	-1.054771e-01	3.548919e-01	EWS	0
10268	CytolyticScore	THAP5	-1.706411e-01	1.326926e-01	EWS	0
10269	T.cells_CD8	THAP6	 3.924051e-02	7.313349e-01	EWS	0
10270	CytolyticScore	THAP6	-1.209415e-01	2.883625e-01	EWS	0
10271	T.cells_CD8	THAP7	-4.496105e-02	6.939857e-01	EWS	0
10272	CytolyticScore	THAP7	-2.751056e-02	8.098130e-01	EWS	0
10273	T.cells_CD8	THAP8	-1.172590e-01	3.034025e-01	EWS	0
10274	CytolyticScore	THAP8	-1.747787e-01	1.234165e-01	EWS	0
10275	T.cells_CD8	THAP9	-1.506329e-01	1.851416e-01	EWS	0
10276	CytolyticScore	THAP9	-1.769756e-01	1.186973e-01	EWS	0
10277	T.cells_CD8	THRA	 7.217624e-02	5.273108e-01	EWS	0
10278	CytolyticScore	THRA	-7.544044e-02	5.087507e-01	EWS	0
10279	T.cells_CD8	THRB	 2.881451e-01	1.002014e-02	EWS	0
10280	CytolyticScore	THRB	 3.826945e-01	5.000107e-04	EWS	0
10281	T.cells_CD8	TLX1	-1.085967e-01	3.407598e-01	EWS	0
10282	CytolyticScore	TLX1	-8.310688e-02	4.665173e-01	EWS	0
10283	T.cells_CD8	TLX2	 1.398177e-03	9.902428e-01	EWS	0
10284	CytolyticScore	TLX2	-1.957383e-01	8.384571e-02	EWS	0
10285	T.cells_CD8	TLX3	-1.529718e-02	8.935568e-01	EWS	0
10286	CytolyticScore	TLX3	-3.410639e-02	7.653985e-01	EWS	0
10287	T.cells_CD8	TONSL	-3.329601e-01	2.714953e-03	EWS	0
10288	CytolyticScore	TONSL	-1.311939e-01	2.491241e-01	EWS	0
10289	T.cells_CD8	TOX	 3.300470e-01	2.973351e-03	EWS	0
10290	CytolyticScore	TOX	 4.400576e-01	4.947807e-05	EWS	0
10291	T.cells_CD8	TOX2	-1.768500e-01	1.189632e-01	EWS	0
10292	CytolyticScore	TOX2	-1.967359e-01	8.224922e-02	EWS	0
10293	T.cells_CD8	TOX3	-2.447454e-01	2.971654e-02	EWS	0
10294	CytolyticScore	TOX3	-1.712047e-01	1.313990e-01	EWS	0
10295	T.cells_CD8	TOX4	 7.692308e-02	5.004328e-01	EWS	0
10296	CytolyticScore	TOX4	-6.607904e-02	5.628626e-01	EWS	0
10297	T.cells_CD8	TP53	-1.967624e-01	8.220708e-02	EWS	0
10298	CytolyticScore	TP53	-1.643554e-01	1.477844e-01	EWS	0
10299	T.cells_CD8	TP63	 2.719710e-01	1.532125e-02	EWS	0
10300	CytolyticScore	TP63	 2.670823e-01	1.733901e-02	EWS	0
10301	T.cells_CD8	TP73	-5.640214e-02	6.215068e-01	EWS	0
10302	CytolyticScore	TP73	-8.699878e-02	4.458308e-01	EWS	0
10303	T.cells_CD8	TPRX1	-5.028654e-02	6.598567e-01	EWS	0
10304	CytolyticScore	TPRX1	-1.530028e-01	1.782433e-01	EWS	0
10305	T.cells_CD8	TPRXL	-4.065239e-02	7.220546e-01	EWS	0
10306	CytolyticScore	TPRXL	-2.415290e-01	3.200111e-02	EWS	0
10307	T.cells_CD8	TRERF1	-1.221519e-01	2.835285e-01	EWS	0
10308	CytolyticScore	TRERF1	-1.536393e-01	1.764230e-01	EWS	0
10309	T.cells_CD8	TRPS1	 1.486368e-01	1.911004e-01	EWS	0
10310	CytolyticScore	TRPS1	 3.870762e-01	4.250829e-04	EWS	0
10311	T.cells_CD8	TSC22D1	 2.562804e-01	2.262068e-02	EWS	0
10312	CytolyticScore	TSC22D1	 2.598002e-01	2.076640e-02	EWS	0
10313	T.cells_CD8	TSC22D2	 1.109056e-01	3.305315e-01	EWS	0
10314	CytolyticScore	TSC22D2	 9.473689e-02	4.062626e-01	EWS	0
10315	T.cells_CD8	TSC22D3	 3.868793e-01	4.282170e-04	EWS	0
10316	CytolyticScore	TSC22D3	 3.839395e-01	4.775803e-04	EWS	0
10317	T.cells_CD8	TSC22D4	 5.669426e-02	6.196989e-01	EWS	0
10318	CytolyticScore	TSC22D4	-6.527349e-02	5.676430e-01	EWS	0
10319	T.cells_CD8	TSHZ1	 1.043817e-01	3.599391e-01	EWS	0
10320	CytolyticScore	TSHZ1	 2.852359e-01	1.083450e-02	EWS	0
10321	T.cells_CD8	TSHZ2	 1.304771e-01	2.517419e-01	EWS	0
10322	CytolyticScore	TSHZ2	 1.613896e-01	1.553367e-01	EWS	0
10323	T.cells_CD8	TSHZ3	-1.181840e-01	2.995773e-01	EWS	0
10324	CytolyticScore	TSHZ3	-1.478906e-01	1.933632e-01	EWS	0
10325	T.cells_CD8	TWIST1	-7.996592e-02	4.835859e-01	EWS	0
10326	CytolyticScore	TWIST1	 3.534631e-02	7.571284e-01	EWS	0
10327	T.cells_CD8	TWIST2	 1.466054e-01	1.973054e-01	EWS	0
10328	CytolyticScore	TWIST2	 3.021324e-01	6.806548e-03	EWS	0
10329	T.cells_CD8	UBP1	 1.640701e-02	8.858843e-01	EWS	0
10330	CytolyticScore	UBP1	-6.007407e-02	5.989475e-01	EWS	0
10331	T.cells_CD8	UBTF	-1.491480e-01	1.895614e-01	EWS	0
10332	CytolyticScore	UBTF	-2.008612e-01	7.590200e-02	EWS	0
10333	T.cells_CD8	UBTFL1	-3.338611e-02	7.702149e-01	EWS	0
10334	CytolyticScore	UBTFL1	-7.386625e-02	5.176594e-01	EWS	0
10335	T.cells_CD8	UBTFL6	 1.111146e-01	3.296153e-01	EWS	0
10336	CytolyticScore	UBTFL6	 2.334090e-01	3.843306e-02	EWS	0
10337	T.cells_CD8	UNCX	-1.207346e-01	2.891943e-01	EWS	0
10338	CytolyticScore	UNCX	-9.563498e-03	9.333353e-01	EWS	0
10339	T.cells_CD8	USF1	-1.141918e-01	3.163127e-01	EWS	0
10340	CytolyticScore	USF1	-2.792553e-02	8.069993e-01	EWS	0
10341	T.cells_CD8	USF2	 5.094937e-02	6.556553e-01	EWS	0
10342	CytolyticScore	USF2	 1.135573e-01	3.190269e-01	EWS	0
10343	T.cells_CD8	UTF1	 5.454100e-02	6.330775e-01	EWS	0
10344	CytolyticScore	UTF1	 9.081197e-02	4.260695e-01	EWS	0
10345	T.cells_CD8	VAX1	-1.282407e-01	2.600308e-01	EWS	0
10346	CytolyticScore	VAX1	-1.854628e-01	1.017591e-01	EWS	0
10347	T.cells_CD8	VAX2	-1.169669e-01	3.046170e-01	EWS	0
10348	CytolyticScore	VAX2	-1.738023e-02	8.791648e-01	EWS	0
10349	T.cells_CD8	VDR	 4.483204e-01	3.421912e-05	EWS	0
10350	CytolyticScore	VDR	 4.839246e-01	6.235479e-06	EWS	0
10351	T.cells_CD8	VENTX	 3.288968e-01	3.081282e-03	EWS	0
10352	CytolyticScore	VENTX	 3.319229e-01	2.804554e-03	EWS	0
10353	T.cells_CD8	VEZF1	-1.071324e-01	3.473486e-01	EWS	0
10354	CytolyticScore	VEZF1	-8.585149e-02	4.518751e-01	EWS	0
10355	T.cells_CD8	VSX1	 9.932546e-02	3.838039e-01	EWS	0
10356	CytolyticScore	VSX1	-1.344200e-01	2.375724e-01	EWS	0
10357	T.cells_CD8	VSX2	-7.719511e-02	4.989144e-01	EWS	0
10358	CytolyticScore	VSX2	-1.303267e-01	2.522936e-01	EWS	0
10359	T.cells_CD8	WHSC1	-4.468598e-01	3.654922e-05	EWS	0
10360	CytolyticScore	WHSC1	-2.579816e-01	2.170755e-02	EWS	0
10361	T.cells_CD8	WIZ	-1.346154e-01	2.368847e-01	EWS	0
10362	CytolyticScore	WIZ	-1.344038e-01	2.376292e-01	EWS	0
10363	T.cells_CD8	WT1	 7.700271e-02	4.999881e-01	EWS	0
10364	CytolyticScore	WT1	 2.003733e-01	7.663166e-02	EWS	0
10365	T.cells_CD8	XBP1	 2.948393e-01	8.346244e-03	EWS	0
10366	CytolyticScore	XBP1	 4.234111e-01	1.011015e-04	EWS	0
10367	T.cells_CD8	YBX1	-9.101753e-02	4.250187e-01	EWS	0
10368	CytolyticScore	YBX1	 3.471163e-02	7.613582e-01	EWS	0
10369	T.cells_CD8	YBX2	-2.339581e-01	3.796654e-02	EWS	0
10370	CytolyticScore	YBX2	-3.048131e-01	6.306991e-03	EWS	0
10371	T.cells_CD8	YBX3	 3.229552e-01	3.696600e-03	EWS	0
10372	CytolyticScore	YBX3	 3.710142e-01	7.624502e-04	EWS	0
10373	T.cells_CD8	YY2	-2.997566e-01	7.278110e-03	EWS	0
10374	CytolyticScore	YY2	-2.032779e-01	7.236974e-02	EWS	0
10375	T.cells_CD8	ZBED1	 1.558909e-01	1.700922e-01	EWS	0
10376	CytolyticScore	ZBED1	 1.702750e-01	1.335383e-01	EWS	0
10377	T.cells_CD8	ZBED2	 5.516964e-01	1.365817e-07	EWS	0
10378	CytolyticScore	ZBED2	 4.729388e-01	1.076133e-05	EWS	0
10379	T.cells_CD8	ZBED3	 2.142162e-03	9.850513e-01	EWS	0
10380	CytolyticScore	ZBED3	-8.498492e-02	4.564705e-01	EWS	0
10381	T.cells_CD8	ZBED4	-2.145813e-01	5.756115e-02	EWS	0
10382	CytolyticScore	ZBED4	-2.488521e-01	2.700078e-02	EWS	0
10383	T.cells_CD8	ZBED5	 1.582278e-03	9.889581e-01	EWS	0
10384	CytolyticScore	ZBED5	-3.533410e-02	7.572096e-01	EWS	0
10385	T.cells_CD8	ZBED6	-1.104917e-01	3.323503e-01	EWS	0
10386	CytolyticScore	ZBED6	-2.132129e-01	5.921041e-02	EWS	0
10387	T.cells_CD8	ZBTB1	-1.311587e-01	2.492520e-01	EWS	0
10388	CytolyticScore	ZBTB1	-1.189276e-01	2.965254e-01	EWS	0
10389	T.cells_CD8	ZBTB11	 2.144596e-02	8.511909e-01	EWS	0
10390	CytolyticScore	ZBTB11	-9.003788e-02	4.300401e-01	EWS	0
10391	T.cells_CD8	ZBTB12	-2.727361e-01	1.502455e-02	EWS	0
10392	CytolyticScore	ZBTB12	-2.216955e-01	4.957957e-02	EWS	0
10393	T.cells_CD8	ZBTB14	-2.093476e-03	9.853910e-01	EWS	0
10394	CytolyticScore	ZBTB14	-1.053920e-01	3.552824e-01	EWS	0
10395	T.cells_CD8	ZBTB16	 1.216894e-01	2.853692e-01	EWS	0
10396	CytolyticScore	ZBTB16	-8.871971e-02	4.368496e-01	EWS	0
10397	T.cells_CD8	ZBTB17	-1.474927e-01	1.945776e-01	EWS	0
10398	CytolyticScore	ZBTB17	-3.039099e-02	7.903340e-01	EWS	0
10399	T.cells_CD8	ZBTB18	 4.294060e-02	7.070995e-01	EWS	0
10400	CytolyticScore	ZBTB18	 2.618507e-01	1.974727e-02	EWS	0
10401	T.cells_CD8	ZBTB2	 7.185979e-02	5.291280e-01	EWS	0
10402	CytolyticScore	ZBTB2	-4.662392e-03	9.674713e-01	EWS	0
10403	T.cells_CD8	ZBTB20	 8.829114e-02	4.390767e-01	EWS	0
10404	CytolyticScore	ZBTB20	-1.103352e-02	9.231173e-01	EWS	0
