row	column	cor	p	group	DiffExp
21598	CytolyticScore	SOX13	 2.802106e-01	3.776982e-01	NB.Unknown	0
21599	T.cells_CD8	SOX14	-1.310139e-01	6.848487e-01	NB.Unknown	0
21600	CytolyticScore	SOX14	 4.374786e-02	8.926135e-01	NB.Unknown	0
21601	T.cells_CD8	SOX15	 2.237762e-01	4.844517e-01	NB.Unknown	0
21602	CytolyticScore	SOX15	 5.008764e-01	9.717377e-02	NB.Unknown	0
21603	T.cells_CD8	SOX17	 5.944056e-01	4.152149e-02	NB.Unknown	0
21604	CytolyticScore	SOX17	 5.359027e-01	7.250748e-02	NB.Unknown	0
21605	T.cells_CD8	SOX18	 5.874126e-01	4.460930e-02	NB.Unknown	0
21606	CytolyticScore	SOX18	 7.145370e-01	9.023925e-03	NB.Unknown	0
21607	T.cells_CD8	SOX2	 1.048951e-01	7.456095e-01	NB.Unknown	0
21608	CytolyticScore	SOX2	 4.903685e-02	8.797094e-01	NB.Unknown	0
21609	T.cells_CD8	SOX21	 2.900455e-02	9.287016e-01	NB.Unknown	0
21610	CytolyticScore	SOX21	 1.634366e-01	6.117775e-01	NB.Unknown	0
21611	T.cells_CD8	SOX3	 2.027479e-01	5.274049e-01	NB.Unknown	0
21612	CytolyticScore	SOX3	 3.515250e-01	2.625087e-01	NB.Unknown	0
21613	T.cells_CD8	SOX30	-2.097902e-02	9.484022e-01	NB.Unknown	0
21614	CytolyticScore	SOX30	 1.751316e-01	5.861577e-01	NB.Unknown	0
21615	T.cells_CD8	SOX4	-2.797203e-01	3.785687e-01	NB.Unknown	0
21616	CytolyticScore	SOX4	-1.401053e-02	9.655300e-01	NB.Unknown	0
21617	T.cells_CD8	SOX5	-2.097902e-02	9.484022e-01	NB.Unknown	0
21618	CytolyticScore	SOX5	-2.521895e-01	4.290834e-01	NB.Unknown	0
21619	T.cells_CD8	SOX6	 2.797203e-01	3.785687e-01	NB.Unknown	0
21620	CytolyticScore	SOX6	 5.008764e-01	9.717377e-02	NB.Unknown	0
21621	T.cells_CD8	SOX7	 4.825175e-01	1.121093e-01	NB.Unknown	0
21622	CytolyticScore	SOX7	 4.973738e-01	9.991387e-02	NB.Unknown	0
21623	T.cells_CD8	SOX8	 4.195804e-02	8.969859e-01	NB.Unknown	0
21624	CytolyticScore	SOX8	 4.273211e-01	1.658773e-01	NB.Unknown	0
21625	T.cells_CD8	SOX9	-7.062937e-01	1.024519e-02	NB.Unknown	0
21626	CytolyticScore	SOX9	-4.168132e-01	1.776754e-01	NB.Unknown	0
21627	T.cells_CD8	SP1	 6.293706e-02	8.459309e-01	NB.Unknown	0
21628	CytolyticScore	SP1	-2.451843e-01	4.424377e-01	NB.Unknown	0
21629	T.cells_CD8	SP110	 8.461538e-01	5.211337e-04	NB.Unknown	0
21630	CytolyticScore	SP110	 6.269712e-01	2.911288e-02	NB.Unknown	0
21631	T.cells_CD8	SP2	-1.608392e-01	6.175235e-01	NB.Unknown	0
21632	CytolyticScore	SP2	-8.406318e-02	7.950626e-01	NB.Unknown	0
21633	T.cells_CD8	SP3	-2.097902e-02	9.484022e-01	NB.Unknown	0
21634	CytolyticScore	SP3	-3.957975e-01	2.028076e-01	NB.Unknown	0
21635	T.cells_CD8	SP4	-6.503497e-01	2.203419e-02	NB.Unknown	0
21636	CytolyticScore	SP4	-6.094580e-01	3.539465e-02	NB.Unknown	0
21637	T.cells_CD8	SP5	 9.106844e-02	7.783461e-01	NB.Unknown	0
21638	CytolyticScore	SP5	-4.561404e-02	8.880575e-01	NB.Unknown	0
21639	T.cells_CD8	SP6	-1.328671e-01	6.805975e-01	NB.Unknown	0
21640	CytolyticScore	SP6	-1.225921e-01	7.042727e-01	NB.Unknown	0
21641	T.cells_CD8	SP7	 7.692308e-02	8.121827e-01	NB.Unknown	0
21642	CytolyticScore	SP7	-1.576185e-01	6.246757e-01	NB.Unknown	0
21643	T.cells_CD8	SP8	-5.599159e-01	5.832929e-02	NB.Unknown	0
21644	CytolyticScore	SP8	-3.815941e-01	2.209608e-01	NB.Unknown	0
21645	T.cells_CD8	SP9	-3.855158e-01	2.158541e-01	NB.Unknown	0
21646	CytolyticScore	SP9	-3.080338e-01	3.300250e-01	NB.Unknown	0
21647	T.cells_CD8	SPDEF	 2.307692e-01	4.705320e-01	NB.Unknown	0
21648	CytolyticScore	SPDEF	 9.807371e-02	7.617153e-01	NB.Unknown	0
21649	T.cells_CD8	SPI1	 6.293706e-01	2.831967e-02	NB.Unknown	0
21650	CytolyticScore	SPI1	 8.021028e-01	1.696533e-03	NB.Unknown	0
21651	T.cells_CD8	SPIB	 1.888112e-01	5.567371e-01	NB.Unknown	0
21652	CytolyticScore	SPIB	 3.993001e-01	1.984760e-01	NB.Unknown	0
21653	T.cells_CD8	SREBF1	 8.391608e-02	7.954145e-01	NB.Unknown	0
21654	CytolyticScore	SREBF1	 3.467606e-01	2.694794e-01	NB.Unknown	0
21655	T.cells_CD8	SREBF2	 1.328671e-01	6.805975e-01	NB.Unknown	0
21656	CytolyticScore	SREBF2	 1.751316e-01	5.861577e-01	NB.Unknown	0
21657	T.cells_CD8	SRF	-2.937063e-01	3.541476e-01	NB.Unknown	0
21658	CytolyticScore	SRF	 5.253949e-02	8.711783e-01	NB.Unknown	0
21659	T.cells_CD8	SRY	-4.838011e-02	8.813104e-01	NB.Unknown	0
21660	CytolyticScore	SRY	 3.230994e-02	9.205978e-01	NB.Unknown	0
21661	T.cells_CD8	ST18	-6.083916e-01	3.580600e-02	NB.Unknown	0
21662	CytolyticScore	ST18	-5.078817e-01	9.184579e-02	NB.Unknown	0
21663	T.cells_CD8	STAT1	 9.090909e-02	7.787254e-01	NB.Unknown	0
21664	CytolyticScore	STAT1	 1.436079e-01	6.561292e-01	NB.Unknown	0
21665	T.cells_CD8	STAT2	 6.853147e-01	1.390597e-02	NB.Unknown	0
21666	CytolyticScore	STAT2	 6.094580e-01	3.539465e-02	NB.Unknown	0
21667	T.cells_CD8	STAT3	 2.517483e-01	4.299188e-01	NB.Unknown	0
21668	CytolyticScore	STAT3	 4.868659e-01	1.084428e-01	NB.Unknown	0
21669	T.cells_CD8	STAT4	 6.433566e-01	2.400319e-02	NB.Unknown	0
21670	CytolyticScore	STAT4	 5.183896e-01	8.422878e-02	NB.Unknown	0
21671	T.cells_CD8	STAT5A	 2.447552e-01	4.432619e-01	NB.Unknown	0
21672	CytolyticScore	STAT5A	 4.448343e-01	1.473387e-01	NB.Unknown	0
21673	T.cells_CD8	STAT5B	 1.888112e-01	5.567371e-01	NB.Unknown	0
21674	CytolyticScore	STAT5B	 2.206658e-01	4.907025e-01	NB.Unknown	0
21675	T.cells_CD8	STAT6	 1.258741e-01	6.966831e-01	NB.Unknown	0
21676	CytolyticScore	STAT6	 4.938712e-01	1.027052e-01	NB.Unknown	0
21677	T.cells_CD8	T	-6.784257e-01	1.529559e-02	NB.Unknown	0
21678	CytolyticScore	T	-3.983949e-01	1.995899e-01	NB.Unknown	0
21679	T.cells_CD8	TADA2A	 1.538462e-01	6.330907e-01	NB.Unknown	0
21680	CytolyticScore	TADA2A	 3.012264e-01	3.413723e-01	NB.Unknown	0
21681	T.cells_CD8	TAL1	 5.524476e-01	6.251148e-02	NB.Unknown	0
21682	CytolyticScore	TAL1	 1.611211e-01	6.168989e-01	NB.Unknown	0
21683	T.cells_CD8	TAL2	-1.398601e-02	9.655903e-01	NB.Unknown	0
21684	CytolyticScore	TAL2	 3.047290e-01	3.355078e-01	NB.Unknown	0
21685	T.cells_CD8	TBP	 1.748252e-01	5.868237e-01	NB.Unknown	0
21686	CytolyticScore	TBP	 2.802106e-02	9.311141e-01	NB.Unknown	0
21687	T.cells_CD8	TBPL1	 2.867133e-01	3.662515e-01	NB.Unknown	0
21688	CytolyticScore	TBPL1	 1.050790e-01	7.451766e-01	NB.Unknown	0
21689	T.cells_CD8	TBPL2	-1.101474e-01	7.332715e-01	NB.Unknown	0
21690	CytolyticScore	TBPL2	-1.425231e-01	6.585870e-01	NB.Unknown	0
21691	T.cells_CD8	TBR1	-4.133106e-01	1.817215e-01	NB.Unknown	0
21692	CytolyticScore	TBR1	-2.473684e-01	4.382527e-01	NB.Unknown	0
21693	T.cells_CD8	TBX1	 6.153846e-01	3.316990e-02	NB.Unknown	0
21694	CytolyticScore	TBX1	 5.394054e-01	7.030556e-02	NB.Unknown	0
21695	T.cells_CD8	TBX10	-3.873335e-01	2.135116e-01	NB.Unknown	0
21696	CytolyticScore	TBX10	-2.045884e-01	5.235816e-01	NB.Unknown	0
21697	T.cells_CD8	TBX15	-9.090909e-02	7.787254e-01	NB.Unknown	0
21698	CytolyticScore	TBX15	-1.085816e-01	7.369437e-01	NB.Unknown	0
21699	T.cells_CD8	TBX18	 4.265734e-01	1.667000e-01	NB.Unknown	0
21700	CytolyticScore	TBX18	 4.343264e-01	1.582939e-01	NB.Unknown	0
21701	T.cells_CD8	TBX19	 5.524476e-01	6.251148e-02	NB.Unknown	0
21702	CytolyticScore	TBX19	 3.782843e-01	2.253268e-01	NB.Unknown	0
21703	T.cells_CD8	TBX2	 3.146853e-01	3.191388e-01	NB.Unknown	0
21704	CytolyticScore	TBX2	 1.401053e-02	9.655300e-01	NB.Unknown	0
21705	T.cells_CD8	TBX20	 3.216783e-01	3.079099e-01	NB.Unknown	0
21706	CytolyticScore	TBX20	 2.662001e-01	4.029783e-01	NB.Unknown	0
21707	T.cells_CD8	TBX21	 8.671329e-01	2.598118e-04	NB.Unknown	0
21708	CytolyticScore	TBX21	 7.845896e-01	2.511602e-03	NB.Unknown	0
21709	T.cells_CD8	TBX22	 4.992551e-01	9.843576e-02	NB.Unknown	0
21710	CytolyticScore	TBX22	 6.209951e-01	3.115791e-02	NB.Unknown	0
21711	T.cells_CD8	TBX3	 6.993007e-02	8.290236e-01	NB.Unknown	0
21712	CytolyticScore	TBX3	 3.852896e-02	9.053701e-01	NB.Unknown	0
21713	T.cells_CD8	TBX4	-5.594406e-01	5.858948e-02	NB.Unknown	0
21714	CytolyticScore	TBX4	-3.957975e-01	2.028076e-01	NB.Unknown	0
21715	T.cells_CD8	TBX5	-2.633869e-01	4.081545e-01	NB.Unknown	0
21716	CytolyticScore	TBX5	 1.925381e-01	5.488281e-01	NB.Unknown	0
21717	T.cells_CD8	TBX6	-7.202797e-01	8.239769e-03	NB.Unknown	0
21718	CytolyticScore	TBX6	-2.311737e-01	4.697326e-01	NB.Unknown	0
21719	T.cells_CD8	TCF12	-2.937063e-01	3.541476e-01	NB.Unknown	0
21720	CytolyticScore	TCF12	-3.082316e-01	3.296983e-01	NB.Unknown	0
21721	T.cells_CD8	TCF15	-2.797203e-02	9.312344e-01	NB.Unknown	0
21722	CytolyticScore	TCF15	 5.954475e-02	8.541546e-01	NB.Unknown	0
21723	T.cells_CD8	TCF21	 2.030319e-01	5.268143e-01	NB.Unknown	0
21724	CytolyticScore	TCF21	 2.142835e-01	5.036417e-01	NB.Unknown	0
21725	T.cells_CD8	TCF23	-7.118565e-03	9.824828e-01	NB.Unknown	0
21726	CytolyticScore	TCF23	 2.763279e-01	3.846200e-01	NB.Unknown	0
21727	T.cells_CD8	TCF25	-2.797203e-02	9.312344e-01	NB.Unknown	0
21728	CytolyticScore	TCF25	 3.852896e-01	2.161468e-01	NB.Unknown	0
21729	T.cells_CD8	TCF3	-5.034965e-01	9.515737e-02	NB.Unknown	0
21730	CytolyticScore	TCF3	-3.887922e-01	2.116430e-01	NB.Unknown	0
21731	T.cells_CD8	TCF4	 1.608392e-01	6.175235e-01	NB.Unknown	0
21732	CytolyticScore	TCF4	 4.553422e-02	8.882523e-01	NB.Unknown	0
21733	T.cells_CD8	TCF7	 7.902098e-01	2.223135e-03	NB.Unknown	0
21734	CytolyticScore	TCF7	 5.604212e-01	5.805355e-02	NB.Unknown	0
21735	T.cells_CD8	TCF7L1	 6.083916e-01	3.580600e-02	NB.Unknown	0
21736	CytolyticScore	TCF7L1	 6.094580e-01	3.539465e-02	NB.Unknown	0
21737	T.cells_CD8	TCF7L2	 2.587413e-01	4.167748e-01	NB.Unknown	0
21738	CytolyticScore	TCF7L2	 2.626974e-01	4.094282e-01	NB.Unknown	0
21739	T.cells_CD8	TCFL5	 1.608392e-01	6.175235e-01	NB.Unknown	0
21740	CytolyticScore	TCFL5	 1.891421e-01	5.560329e-01	NB.Unknown	0
21741	T.cells_CD8	TEAD1	-2.167832e-01	4.985560e-01	NB.Unknown	0
21742	CytolyticScore	TEAD1	-2.837132e-01	3.715097e-01	NB.Unknown	0
21743	T.cells_CD8	TEAD2	 7.202797e-01	8.239769e-03	NB.Unknown	0
21744	CytolyticScore	TEAD2	 7.810870e-01	2.705296e-03	NB.Unknown	0
21745	T.cells_CD8	TEAD3	 2.447552e-01	4.432619e-01	NB.Unknown	0
21746	CytolyticScore	TEAD3	 6.164633e-01	3.277604e-02	NB.Unknown	0
21747	T.cells_CD8	TEAD4	 1.468531e-01	6.487957e-01	NB.Unknown	0
21748	CytolyticScore	TEAD4	 1.015763e-01	7.534341e-01	NB.Unknown	0
21749	T.cells_CD8	TEF	-1.608392e-01	6.175235e-01	NB.Unknown	0
21750	CytolyticScore	TEF	 1.926448e-01	5.486025e-01	NB.Unknown	0
21751	T.cells_CD8	TFAM	-5.734266e-01	5.126559e-02	NB.Unknown	0
21752	CytolyticScore	TFAM	-5.078817e-01	9.184579e-02	NB.Unknown	0
21753	T.cells_CD8	TFAP2A	 1.958042e-01	5.419359e-01	NB.Unknown	0
21754	CytolyticScore	TFAP2A	 4.658501e-01	1.269191e-01	NB.Unknown	0
21755	T.cells_CD8	TFAP2B	 5.874126e-01	4.460930e-02	NB.Unknown	0
21756	CytolyticScore	TFAP2B	 6.024528e-01	3.815948e-02	NB.Unknown	0
21757	T.cells_CD8	TFAP2C	 6.671047e-01	1.779766e-02	NB.Unknown	0
21758	CytolyticScore	TFAP2C	 5.956355e-01	4.099453e-02	NB.Unknown	0
21759	T.cells_CD8	TFAP2D	-3.770592e-01	2.269558e-01	NB.Unknown	0
21760	CytolyticScore	TFAP2D	 7.263848e-03	9.821254e-01	NB.Unknown	0
21761	T.cells_CD8	TFAP2E	 7.062937e-01	1.024519e-02	NB.Unknown	0
21762	CytolyticScore	TFAP2E	 4.238185e-01	1.697534e-01	NB.Unknown	0
21763	T.cells_CD8	TFAP4	-7.762238e-01	2.992864e-03	NB.Unknown	0
21764	CytolyticScore	TFAP4	-7.285475e-01	7.201751e-03	NB.Unknown	0
21765	T.cells_CD8	TFCP2	-4.475524e-01	1.445863e-01	NB.Unknown	0
21766	CytolyticScore	TFCP2	-2.486869e-01	4.357358e-01	NB.Unknown	0
21767	T.cells_CD8	TFCP2L1	-1.818182e-01	5.717012e-01	NB.Unknown	0
21768	CytolyticScore	TFCP2L1	-2.872159e-01	3.653745e-01	NB.Unknown	0
21769	T.cells_CD8	TFDP1	-1.258741e-01	6.966831e-01	NB.Unknown	0
21770	CytolyticScore	TFDP1	-1.331000e-01	6.800638e-01	NB.Unknown	0
21771	T.cells_CD8	TFDP2	-3.356643e-01	2.861229e-01	NB.Unknown	0
21772	CytolyticScore	TFDP2	-4.343264e-01	1.582939e-01	NB.Unknown	0
21773	T.cells_CD8	TFE3	 6.223776e-01	3.067590e-02	NB.Unknown	0
21774	CytolyticScore	TFE3	 6.094580e-01	3.539465e-02	NB.Unknown	0
21775	T.cells_CD8	TFEB	 3.006993e-01	3.422595e-01	NB.Unknown	0
21776	CytolyticScore	TFEB	 4.798606e-01	1.143894e-01	NB.Unknown	0
21777	T.cells_CD8	TFEC	 6.153846e-01	3.316990e-02	NB.Unknown	0
21778	CytolyticScore	TFEC	 6.760080e-01	1.580669e-02	NB.Unknown	0
21779	T.cells_CD8	TGIF1	 3.846154e-01	2.170202e-01	NB.Unknown	0
21780	CytolyticScore	TGIF1	 3.432580e-01	2.746714e-01	NB.Unknown	0
21781	T.cells_CD8	TGIF2	 1.468531e-01	6.487957e-01	NB.Unknown	0
21782	CytolyticScore	TGIF2	 1.436079e-01	6.561292e-01	NB.Unknown	0
21783	T.cells_CD8	TGIF2LX	-2.311737e-01	4.697326e-01	NB.Unknown	0
21784	CytolyticScore	TGIF2LX	-2.017544e-01	5.294737e-01	NB.Unknown	0
21785	T.cells_CD8	TGIF2LY	 1.310139e-01	6.848487e-01	NB.Unknown	0
21786	CytolyticScore	TGIF2LY	 1.312436e-01	6.843214e-01	NB.Unknown	0
21787	T.cells_CD8	THAP1	-4.125874e-01	1.825640e-01	NB.Unknown	0
21788	CytolyticScore	THAP1	-2.767080e-01	3.839396e-01	NB.Unknown	0
21789	T.cells_CD8	THAP10	-7.692308e-01	3.446450e-03	NB.Unknown	0
21790	CytolyticScore	THAP10	-3.642738e-01	2.443765e-01	NB.Unknown	0
21791	T.cells_CD8	THAP11	-4.475524e-01	1.445863e-01	NB.Unknown	0
21792	CytolyticScore	THAP11	-3.537659e-01	2.592665e-01	NB.Unknown	0
21793	T.cells_CD8	THAP2	 6.993007e-03	9.827918e-01	NB.Unknown	0
21794	CytolyticScore	THAP2	-3.082316e-01	3.296983e-01	NB.Unknown	0
21795	T.cells_CD8	THAP3	 4.755245e-01	1.181760e-01	NB.Unknown	0
21796	CytolyticScore	THAP3	 5.288975e-01	7.705239e-02	NB.Unknown	0
21797	T.cells_CD8	THAP4	-4.615385e-01	1.309481e-01	NB.Unknown	0
21798	CytolyticScore	THAP4	-4.903685e-02	8.797094e-01	NB.Unknown	0
21799	T.cells_CD8	THAP5	-7.692308e-01	3.446450e-03	NB.Unknown	0
21800	CytolyticScore	THAP5	-6.199659e-01	3.152023e-02	NB.Unknown	0
21801	T.cells_CD8	THAP6	-3.286713e-01	2.969041e-01	NB.Unknown	0
21802	CytolyticScore	THAP6	-4.833633e-01	1.113898e-01	NB.Unknown	0
21803	T.cells_CD8	THAP7	-4.755245e-01	1.181760e-01	NB.Unknown	0
21804	CytolyticScore	THAP7	-2.697027e-01	3.965800e-01	NB.Unknown	0
21805	T.cells_CD8	THAP8	-4.615385e-01	1.309481e-01	NB.Unknown	0
21806	CytolyticScore	THAP8	-2.837132e-01	3.715097e-01	NB.Unknown	0
21807	T.cells_CD8	THAP9	-7.412587e-01	5.801150e-03	NB.Unknown	0
21808	CytolyticScore	THAP9	-8.126107e-01	1.316101e-03	NB.Unknown	0
21809	T.cells_CD8	THRA	 1.678322e-01	6.020994e-01	NB.Unknown	0
21810	CytolyticScore	THRA	 3.957975e-01	2.028076e-01	NB.Unknown	0
21811	T.cells_CD8	THRB	 1.188811e-01	7.128842e-01	NB.Unknown	0
21812	CytolyticScore	THRB	-2.591948e-01	4.159293e-01	NB.Unknown	0
21813	T.cells_CD8	TLX1	-6.344962e-02	8.446896e-01	NB.Unknown	0
21814	CytolyticScore	TLX1	 1.289911e-01	6.894987e-01	NB.Unknown	0
21815	T.cells_CD8	TLX2	 5.594406e-02	8.628981e-01	NB.Unknown	1
21816	CytolyticScore	TLX2	 2.066553e-01	5.193023e-01	NB.Unknown	1
21817	T.cells_CD8	TLX3	-8.391608e-02	7.954145e-01	NB.Unknown	0
21818	CytolyticScore	TLX3	 1.541158e-01	6.324878e-01	NB.Unknown	0
21819	T.cells_CD8	TONSL	-7.692308e-02	8.121827e-01	NB.Unknown	0
21820	CytolyticScore	TONSL	 3.152369e-02	9.225249e-01	NB.Unknown	0
21821	T.cells_CD8	TOX	-3.566434e-01	2.551378e-01	NB.Unknown	0
21822	CytolyticScore	TOX	-4.063054e-01	1.899845e-01	NB.Unknown	0
21823	T.cells_CD8	TOX2	 1.538462e-01	6.330907e-01	NB.Unknown	0
21824	CytolyticScore	TOX2	 4.448343e-01	1.473387e-01	NB.Unknown	0
21825	T.cells_CD8	TOX3	-4.265734e-01	1.667000e-01	NB.Unknown	0
21826	CytolyticScore	TOX3	-3.957975e-01	2.028076e-01	NB.Unknown	0
21827	T.cells_CD8	TOX4	-3.706294e-01	2.356210e-01	NB.Unknown	0
21828	CytolyticScore	TOX4	-2.837132e-01	3.715097e-01	NB.Unknown	0
21829	T.cells_CD8	TP53	-4.895105e-01	1.062524e-01	NB.Unknown	0
21830	CytolyticScore	TP53	-3.012264e-01	3.413723e-01	NB.Unknown	0
21831	T.cells_CD8	TP63	 3.776224e-01	2.262060e-01	NB.Unknown	0
21832	CytolyticScore	TP63	 5.884422e-01	4.414477e-02	NB.Unknown	0
21833	T.cells_CD8	TP73	 1.608392e-01	6.175235e-01	NB.Unknown	0
21834	CytolyticScore	TP73	 5.954475e-02	8.541546e-01	NB.Unknown	0
21835	T.cells_CD8	TPRX1	-3.698080e-01	2.367418e-01	NB.Unknown	0
21836	CytolyticScore	TPRX1	-1.053258e-01	7.445956e-01	NB.Unknown	0
21837	T.cells_CD8	TPRXL	-6.993007e-02	8.290236e-01	NB.Unknown	0
21838	CytolyticScore	TPRXL	-4.553422e-02	8.882523e-01	NB.Unknown	0
21839	T.cells_CD8	TRERF1	 6.993007e-03	9.827918e-01	NB.Unknown	0
21840	CytolyticScore	TRERF1	-7.705791e-02	8.118587e-01	NB.Unknown	0
21841	T.cells_CD8	TRPS1	 6.923077e-01	1.259303e-02	NB.Unknown	0
21842	CytolyticScore	TRPS1	 4.868659e-01	1.084428e-01	NB.Unknown	0
21843	T.cells_CD8	TSC22D1	 2.587413e-01	4.167748e-01	NB.Unknown	0
21844	CytolyticScore	TSC22D1	 2.626974e-01	4.094282e-01	NB.Unknown	0
21845	T.cells_CD8	TSC22D2	 3.986014e-01	1.993355e-01	NB.Unknown	0
21846	CytolyticScore	TSC22D2	 5.954475e-02	8.541546e-01	NB.Unknown	0
21847	T.cells_CD8	TSC22D3	 7.482517e-01	5.124082e-03	NB.Unknown	0
21848	CytolyticScore	TSC22D3	 8.371291e-01	6.820013e-04	NB.Unknown	0
21849	T.cells_CD8	TSC22D4	 9.790210e-02	7.621217e-01	NB.Unknown	0
21850	CytolyticScore	TSC22D4	 4.203159e-01	1.736861e-01	NB.Unknown	0
21851	T.cells_CD8	TSHZ1	-6.083916e-01	3.580600e-02	NB.Unknown	0
21852	CytolyticScore	TSHZ1	-2.521895e-01	4.290834e-01	NB.Unknown	0
21853	T.cells_CD8	TSHZ2	-3.636364e-01	2.452650e-01	NB.Unknown	0
21854	CytolyticScore	TSHZ2	-3.782843e-01	2.253268e-01	NB.Unknown	0
21855	T.cells_CD8	TSHZ3	-9.790210e-02	7.621217e-01	NB.Unknown	0
21856	CytolyticScore	TSHZ3	 4.903685e-02	8.797094e-01	NB.Unknown	0
21857	T.cells_CD8	TWIST1	-1.678322e-01	6.020994e-01	NB.Unknown	0
21858	CytolyticScore	TWIST1	 7.355528e-02	8.202845e-01	NB.Unknown	0
21859	T.cells_CD8	TWIST2	 4.405594e-01	1.517350e-01	NB.Unknown	0
21860	CytolyticScore	TWIST2	 7.810870e-01	2.705296e-03	NB.Unknown	0
21861	T.cells_CD8	UBP1	-1.048951e-01	7.456095e-01	NB.Unknown	0
21862	CytolyticScore	UBP1	-1.260948e-01	6.961738e-01	NB.Unknown	0
21863	T.cells_CD8	UBTF	-5.944056e-01	4.152149e-02	NB.Unknown	0
21864	CytolyticScore	UBTF	-3.292474e-01	2.960074e-01	NB.Unknown	0
21865	T.cells_CD8	UBTFL1	-1.075113e-01	7.394567e-01	NB.Unknown	0
21866	CytolyticScore	UBTFL1	-2.692495e-02	9.338034e-01	NB.Unknown	0
21867	T.cells_CD8	UBTFL6	 4.755245e-01	1.181760e-01	NB.Unknown	0
21868	CytolyticScore	UBTFL6	 5.849396e-01	4.573907e-02	NB.Unknown	0
21869	T.cells_CD8	UNCX	-3.056992e-01	3.338931e-01	NB.Unknown	0
21870	CytolyticScore	UNCX	-4.374786e-02	8.926135e-01	NB.Unknown	0
21871	T.cells_CD8	USF1	 6.223776e-01	3.067590e-02	NB.Unknown	0
21872	CytolyticScore	USF1	 4.343264e-01	1.582939e-01	NB.Unknown	0
21873	T.cells_CD8	USF2	 2.097902e-01	5.128409e-01	NB.Unknown	0
21874	CytolyticScore	USF2	 3.607711e-01	2.492825e-01	NB.Unknown	0
21875	T.cells_CD8	UTF1	 8.211128e-02	7.997348e-01	NB.Unknown	0
21876	CytolyticScore	UTF1	 2.972404e-01	3.481126e-01	NB.Unknown	0
21877	T.cells_CD8	VAX1	-6.267761e-01	2.917807e-02	NB.Unknown	0
21878	CytolyticScore	VAX1	-2.398623e-01	4.527147e-01	NB.Unknown	0
21879	T.cells_CD8	VAX2	 2.027972e-01	5.273024e-01	NB.Unknown	0
21880	CytolyticScore	VAX2	 3.502632e-03	9.913804e-01	NB.Unknown	0
21881	T.cells_CD8	VDR	 7.832168e-01	2.586215e-03	NB.Unknown	0
21882	CytolyticScore	VDR	 6.479870e-01	2.268576e-02	NB.Unknown	0
21883	T.cells_CD8	VENTX	 6.013986e-01	3.858845e-02	NB.Unknown	0
21884	CytolyticScore	VENTX	 5.113843e-01	8.925717e-02	NB.Unknown	0
21885	T.cells_CD8	VEZF1	-4.405594e-01	1.517350e-01	NB.Unknown	0
21886	CytolyticScore	VEZF1	-3.922948e-01	2.071966e-01	NB.Unknown	0
21887	T.cells_CD8	VSX1	-2.464850e-01	4.399431e-01	NB.Unknown	0
21888	CytolyticScore	VSX1	 8.465727e-02	7.936418e-01	NB.Unknown	0
21889	T.cells_CD8	VSX2	 3.097835e-01	3.271421e-01	NB.Unknown	0
21890	CytolyticScore	VSX2	 1.607715e-01	6.176733e-01	NB.Unknown	0
21891	T.cells_CD8	WHSC1	-1.538462e-01	6.330907e-01	NB.Unknown	0
21892	CytolyticScore	WHSC1	-1.996500e-01	5.338670e-01	NB.Unknown	0
21893	T.cells_CD8	WIZ	-3.776224e-01	2.262060e-01	NB.Unknown	0
21894	CytolyticScore	WIZ	-1.015763e-01	7.534341e-01	NB.Unknown	0
21895	T.cells_CD8	WT1	-1.818182e-01	5.717012e-01	NB.Unknown	0
21896	CytolyticScore	WT1	-1.225921e-01	7.042727e-01	NB.Unknown	0
21897	T.cells_CD8	XBP1	-1.818182e-01	5.717012e-01	NB.Unknown	0
21898	CytolyticScore	XBP1	 8.056054e-02	8.034511e-01	NB.Unknown	0
21899	T.cells_CD8	YBX1	-3.286713e-01	2.969041e-01	NB.Unknown	0
21900	CytolyticScore	YBX1	-2.416816e-01	4.491887e-01	NB.Unknown	0
21901	T.cells_CD8	YBX2	 3.502632e-01	2.643444e-01	NB.Unknown	0
21902	CytolyticScore	YBX2	 6.052632e-01	3.703243e-02	NB.Unknown	0
21903	T.cells_CD8	YBX3	 8.111888e-01	1.363315e-03	NB.Unknown	0
21904	CytolyticScore	YBX3	 6.269712e-01	2.911288e-02	NB.Unknown	0
21905	T.cells_CD8	YY2	 3.496503e-01	2.652388e-01	NB.Unknown	0
21906	CytolyticScore	YY2	 3.257448e-01	3.014827e-01	NB.Unknown	0
21907	T.cells_CD8	ZBED1	-2.797203e-02	9.312344e-01	NB.Unknown	0
21908	CytolyticScore	ZBED1	 1.926448e-01	5.486025e-01	NB.Unknown	0
21909	T.cells_CD8	ZBED2	 5.365842e-01	7.207543e-02	NB.Unknown	0
21910	CytolyticScore	ZBED2	 3.922478e-01	2.072559e-01	NB.Unknown	0
21911	T.cells_CD8	ZBED3	-3.986014e-01	1.993355e-01	NB.Unknown	0
21912	CytolyticScore	ZBED3	-3.047290e-01	3.355078e-01	NB.Unknown	0
21913	T.cells_CD8	ZBED4	-3.356643e-01	2.861229e-01	NB.Unknown	0
21914	CytolyticScore	ZBED4	-4.098080e-01	1.858245e-01	NB.Unknown	0
21915	T.cells_CD8	ZBED5	-3.356643e-01	2.861229e-01	NB.Unknown	0
21916	CytolyticScore	ZBED5	-1.260948e-01	6.961738e-01	NB.Unknown	0
